iter	Passed	Remaining
1666	72793	145542
1667	72835	145495
1668	72877	145449
1669	72920	145403
1670	72961	145355
1671	73004	145309
1672	73045	145261
1673	73086	145212
1674	73128	145165
1675	73173	145123
1676	73216	145079
1677	73260	145035
1678	73306	144997
1679	73349	144952
1680	73392	144907
1681	73435	144863
1682	73478	144818
1683	73521	144772
1684	73564	144728
1685	73607	144683
1686	73651	144639
1687	73732	144669
1688	73786	144646
1689	73835	144612
1690	73889	144589
1691	73948	144575
1692	74007	144562
1693	74060	144536
1694	74117	144517
1695	74170	144492
1696	74222	144464
1697	74272	144434
1698	74325	144407
1699	74377	144379
1700	74419	144332
1701	74460	144283
1702	74503	144238
1703	74544	144189
1704	74585	144140
1705	74627	144092
1706	74669	144045
1707	74712	144000
1708	74758	143961
1709	74799	143912
1710	74842	143868
1711	74886	143823
1712	74927	143774
1713	74968	143726
1714	75009	143677
1715	75052	143631
1716	75094	143583
1717	75137	143539
1718	75179	143493
1719	75222	143446
1720	75264	143401
1721	75312	143365
1722	75364	143337
1723	75416	143307
1724	75465	143274
1725	75519	143250
1726	75572	143225
1727	75624	143196
1728	75675	143166
1729	75726	143136
1730	75779	143110
1731	75830	143080
1732	75874	143035
1733	75916	142988
1734	75960	142945
1735	76003	142900
1736	76044	142851
1737	76088	142808
1738	76133	142766
1739	76177	142722
1740	76220	142677
1741	76262	142631
1742	76308	142591
1743	76361	142564
1744	76417	142544
1745	76472	142521
1746	76524	142493
1747	76577	142465
1748	76636	142450
1749	76690	142426
1750	76744	142399
1751	76796	142371
1752	76846	142338
1753	76898	142310
1754	76948	142278
1755	76994	142238
1756	77045	142207
1757	77096	142175
1758	77148	142148
1759	77198	142116
1760	77249	142084
1761	77300	142054
1762	77346	142014
1763	77398	141985
1764	77448	141952
1765	77501	141924
1766	77544	141879
1767	77585	141830
1768	77627	141783
1769	77669	141736
1770	77711	141688
1771	77753	141641
1772	77805	141612
1773	77857	141582
1774	77909	141554
1775	77959	141520
1776	78010	141489
1777	78060	141457
1778	78110	141424
1779	78160	141392
1780	78212	141362
1781	78264	141333
1782	78313	141298
1783	78364	141267
1784	78418	141241
1785	78472	141215
1786	78522	141182
1787	78574	141153
1788	78627	141124
1789	78676	141090
1790	78729	141062
1791	78783	141037
1792	78837	141010
1793	78882	140968
1794	78932	140935
1795	78986	140908
1796	79036	140876
1797	79090	140850
1798	79142	140820
1799	79193	140788
1800	79243	140755
1801	79296	140727
1802	79347	140696
1803	79399	140665
1804	79445	140624
1805	79488	140578
1806	79529	140530
1807	79572	140483
1808	79615	140438
1809	79659	140394
1810	79710	140361
1811	79762	140331
1812	79813	140300
1813	79864	140269
1814	79916	140239
1815	79968	140208
1816	80022	140183
1817	80075	140153
1818	80126	140122
1819	80175	140087
1820	80219	140042
1821	80260	139993
1822	80304	139949
1823	80355	139917
1824	80405	139884
1825	80458	139855
1826	80509	139823
1827	80560	139791
1828	80611	139759
1829	80663	139729
1830	80716	139699
1831	80766	139665
1832	80820	139639
1833	80868	139602
1834	80909	139552
1835	80952	139506
1836	81007	139481
1837	81059	139450
1838	81115	139426
1839	81165	139392
1840	81216	139361
1841	81269	139330
1842	81320	139299
1843	81374	139272
1844	81426	139241
1845	81480	139214
1846	81522	139166
1847	81573	139134
1848	81626	139105
1849	81675	139068
1850	81726	139036
1851	81773	138998
1852	81825	138967
1853	81878	138937
1854	81928	138902
1855	81979	138870
1856	82032	138841
1857	82077	138798
1858	82127	138763
1859	82178	138731
1860	82229	138699
1861	82282	138669
1862	82332	138634
1863	82383	138602
1864	82436	138572
1865	82487	138540
1866	82539	138508
1867	82590	138476
1868	82635	138432
1869	82686	138401
1870	82739	138371
1871	82791	138339
1872	82844	138309
1873	82893	138274
1874	82945	138242
1875	82998	138212
1876	83051	138183
1877	83102	138149
1878	83156	138122
1879	83202	138080
1880	83254	138048
1881	83305	138016
1882	83355	137981
1883	83406	137948
1884	83459	137917
1885	83510	137885
1886	83559	137849
1887	83611	137817
1888	83663	137785
1889	83714	137753
1890	83760	137711
1891	83802	137663
1892	83847	137619
1893	83890	137573
1894	83933	137526
1895	83975	137479
1896	84025	137444
1897	84075	137409
1898	84126	137375
1899	84176	137340
1900	84227	137307
1901	84279	137276
1902	84328	137239
1903	84380	137207
1904	84432	137174
1905	84484	137143
1906	84530	137102
1907	84572	137052
1908	84614	137005
1909	84654	136953
1910	84696	136906
1911	84739	136859
1912	84780	136810
1913	84821	136759
1914	84867	136718
1915	84908	136669
1916	84959	136636
1917	85010	136601
1918	85061	136567
1919	85113	136536
1920	85163	136501
1921	85215	136468
1922	85263	136430
1923	85311	136391
1924	85364	136362
1925	85418	136332
1926	85466	136293
1927	85516	136258
1928	85567	136225
1929	85619	136192
1930	85669	136156
1931	85719	136122
1932	85772	136090
1933	85824	136059
1934	85877	136028
1935	85929	135995
1936	85983	135966
1937	86031	135928
1938	86082	135893
1939	86133	135860
1940	86183	135825
1941	86235	135792
1942	86287	135759
1943	86339	135727
1944	86389	135691
1945	86441	135658
1946	86494	135627
1947	86545	135593
1948	86592	135554
1949	86643	135520
1950	86695	135486
1951	86746	135452
1952	86796	135416
1953	86846	135381
1954	86900	135351
1955	86949	135314
1956	87003	135284
1957	87055	135251
1958	87109	135221
1959	87157	135182
1960	87208	135148
1961	87258	135112
1962	87307	135075
1963	87359	135042
1964	87410	135007
1965	87461	134972
1966	87512	134938
1967	87562	134903
1968	87613	134868
1969	87664	134834
1970	87709	134791
1971	87760	134756
1972	87810	134719
1973	87860	134683
1974	87910	134647
1975	87960	134612
1976	88012	134578
1977	88065	134546
1978	88116	134512
1979	88168	134478
1980	88219	134444
1981	88266	134404
1982	88316	134368
1983	88369	134335
1984	88418	134298
1985	88468	134262
1986	88518	134226
1987	88573	134197
1988	88632	134174
1989	88682	134138
1990	88733	134103
1991	88781	134063
1992	88831	134027
1993	88880	133989
1994	88933	133957
1995	88985	133924
1996	89034	133886
1997	89085	133851
1998	89139	133820
1999	89189	133783
2000	89240	133749
2001	89301	133729
2002	89350	133691
2003	89400	133654
2004	89448	133614
2005	89498	133579
2006	89548	133542
2007	89616	133531
2008	89669	133499
2009	89720	133464
2010	89770	133428
2011	89822	133394
2012	89873	133359
2013	89919	133316
2014	89969	133279
2015	90022	133248
2016	90074	133213
2017	90124	133177
2018	90176	133143
2019	90227	133107
2020	90280	133075
2021	90329	133037
2022	90381	133002
2023	90430	132965
2024	90480	132928
2025	90523	132880
2026	90574	132845
2027	90624	132809
2028	90676	132775
2029	90727	132739
2030	90777	132702
2031	90831	132670
2032	90882	132635
2033	90936	132604
2034	90988	132570
2035	91038	132533
2036	91083	132489
2037	91135	132455
2038	91188	132421
2039	91240	132387
2040	91290	132351
2041	91342	132316
2042	91395	132284
2043	91447	132249
2044	91497	132213
2045	91549	132178
2046	91599	132140
2047	91641	132091
2048	91693	132057
2049	91743	132020
2050	91795	131986
2051	91847	131951
2052	91900	131919
2053	91950	131882
2054	92000	131844
2055	92054	131812
2056	92104	131776
2057	92156	131741
2058	92202	131698
2059	92252	131661
2060	92304	131626
2061	92356	131591
2062	92404	131552
2063	92452	131512
2064	92505	131478
2065	92557	131443
2066	92608	131407
2067	92659	131371
2068	92710	131335
2069	92753	131288
2070	92805	131253
2071	92855	131216
2072	92906	131180
2073	92959	131146
2074	93010	131110
2075	93059	131072
2076	93109	131034
2077	93160	130998
2078	93210	130960
2079	93259	130922
2080	93305	130879
2081	93356	130842
2082	93406	130805
2083	93456	130767
2084	93508	130732
2085	93560	130697
2086	93611	130661
2087	93662	130625
2088	93711	130586
2089	93761	130548
2090	93811	130510
2091	93861	130472
2092	93911	130435
2093	93961	130397
2094	94012	130360
2095	94064	130326
2096	94114	130287
2097	94164	130249
2098	94215	130213
2099	94266	130177
2100	94317	130140
2101	94364	130099
2102	94414	130061
2103	94465	130024
2104	94516	129988
2105	94570	129955
2106	94623	129921
2107	94673	129884
2108	94724	129847
2109	94773	129808
2110	94828	129777
2111	94877	129737
2112	94929	129702
2113	94982	129668
2114	95031	129629
2115	95081	129591
2116	95132	129554
2117	95182	129516
2118	95234	129480
2119	95283	129442
2120	95335	129405
2121	95384	129366
2122	95431	129324
2123	95481	129286
2124	95533	129251
2125	95584	129214
2126	95634	129176
2127	95684	129137
2128	95736	129103
2129	95789	129068
2130	95838	129029
2131	95889	128992
2132	95939	128953
2133	95991	128918
2134	96045	128884
2135	96097	128850
2136	96149	128813
2137	96200	128777
2138	96253	128743
2139	96303	128705
2140	96354	128667
2141	96406	128631
2142	96455	128591
2143	96498	128545
2144	96542	128498
2145	96584	128448
2146	96628	128402
2147	96683	128371
2148	96734	128333
2149	96786	128298
2150	96838	128262
2151	96890	128226
2152	96943	128192
2153	96997	128159
2154	97056	128132
2155	97106	128094
2156	97159	128059
2157	97211	128023
2158	97263	127987
2159	97315	127951
2160	97365	127913
2161	97418	127878
2162	97469	127841
2163	97521	127804
2164	97571	127766
2165	97620	127727
2166	97670	127687
2167	97724	127655
2168	97772	127614
2169	97826	127580
2170	97875	127540
2171	97925	127501
2172	97978	127467
2173	98036	127438
2174	98089	127404
2175	98141	127367
2176	98191	127328
2177	98243	127292
2178	98294	127254
2179	98345	127218
2180	98396	127179
2181	98445	127140
2182	98508	127117
2183	98559	127080
2184	98612	127044
2185	98665	127010
2186	98715	126971
2187	98766	126934
2188	98817	126896
2189	98870	126861
2190	98919	126820
2191	98974	126788
2192	99033	126761
2193	99086	126726
2194	99137	126687
2195	99203	126670
2196	99252	126629
2197	99304	126592
2198	99354	126554
2199	99405	126516
2200	99455	126476
2201	99506	126438
2202	99557	126400
2203	99607	126361
2204	99666	126335
2205	99714	126293
2206	99764	126254
2207	99814	126215
2208	99863	126174
2209	99915	126137
2210	99963	126096
2211	100015	126058
2212	100070	126025
2213	100121	125988
2214	100171	125949
2215	100224	125914
2216	100270	125869
2217	100315	125824
2218	100368	125788
2219	100417	125748
2220	100469	125710
2221	100521	125674
2222	100573	125637
2223	100624	125599
2224	100674	125560
2225	100725	125522
2226	100777	125485
2227	100825	125443
2228	100870	125397
2229	100919	125357
2230	100970	125319
2231	101021	125281
2232	101077	125249
2233	101128	125210
2234	101181	125175
2235	101233	125138
2236	101286	125103
2237	101339	125067
2238	101390	125029
2239	101433	124980
2240	101483	124941
2241	101535	124904
2242	101586	124865
2243	101638	124828
2244	101689	124791
2245	101739	124750
2246	101790	124712
2247	101840	124673
2248	101891	124634
2249	101941	124594
2250	101991	124556
2251	102046	124522
2252	102096	124482
2253	102145	124442
2254	102198	124405
2255	102248	124366
2256	102300	124328
2257	102350	124289
2258	102401	124250
2259	102452	124212
2260	102496	124165
2261	102546	124126
2262	102599	124089
2263	102649	124049
2264	102700	124010
2265	102750	123971
2266	102800	123931
2267	102856	123898
2268	102906	123859
2269	102958	123822
2270	103009	123784
2271	103063	123748
2272	103115	123711
2273	103179	123688
2274	103239	123660
2275	103290	123622
2276	103343	123586
2277	103395	123548
2278	103451	123515
2279	103501	123475
2280	103553	123438
2281	103599	123393
2282	103647	123350
2283	103699	123313
2284	103750	123274
2285	103804	123239
2286	103855	123200
2287	103913	123169
2288	103969	123137
2289	104020	123099
2290	104074	123062
2291	104123	123022
2292	104176	122984
2293	104225	122944
2294	104276	122905
2295	104327	122867
2296	104379	122828
2297	104431	122791
2298	104481	122751
2299	104534	122714
2300	104587	122678
2301	104637	122638
2302	104687	122596
2303	104736	122556
2304	104785	122514
2305	104836	122475
2306	104886	122435
2307	104935	122394
2308	104985	122354
2309	105035	122313
2310	105087	122275
2311	105138	122237
2312	105188	122196
2313	105239	122157
2314	105288	122116
2315	105338	122076
2316	105388	122035
2317	105438	121995
2318	105489	121956
2319	105538	121915
2320	105587	121873
2321	105638	121834
2322	105688	121794
2323	105738	121753
2324	105787	121713
2325	105837	121672
2326	105888	121632
2327	105937	121591
2328	105987	121550
2329	106037	121510
2330	106087	121470
2331	106136	121429
2332	106186	121389
2333	106236	121348
2334	106281	121301
2335	106330	121259
2336	106379	121218
2337	106429	121178
2338	106478	121136
2339	106529	121097
2340	106579	121057
2341	106631	121019
2342	106682	120980
2343	106732	120939
2344	106778	120894
2345	106827	120852
2346	106876	120810
2347	106927	120771
2348	106977	120730
2349	107027	120690
2350	107078	120650
2351	107127	120609
2352	107178	120570
2353	107228	120529
2354	107278	120488
2355	107326	120446
2356	107379	120409
2357	107429	120368
2358	107479	120327
2359	107528	120286
2360	107580	120247
2361	107630	120207
2362	107680	120166
2363	107728	120124
2364	107778	120083
2365	107828	120042
2366	107879	120002
2367	107929	119962
2368	107982	119924
2369	108033	119884
2370	108087	119848
2371	108139	119810
2372	108192	119773
2373	108244	119735
2374	108291	119691
2375	108333	119641
2376	108378	119594
2377	108421	119546
2378	108471	119505
2379	108521	119465
2380	108574	119426
2381	108625	119387
2382	108676	119348
2383	108727	119307
2384	108779	119270
2385	108829	119229
2386	108880	119189
2387	108931	119149
2388	108982	119109
2389	109035	119072
2390	109087	119033
2391	109140	118996
2392	109193	118958
2393	109242	118916
2394	109293	118876
2395	109343	118835
2396	109392	118793
2397	109442	118752
2398	109511	118732
2399	109567	118698
2400	109617	118657
2401	109665	118613
2402	109720	118578
2403	109773	118540
2404	109828	118505
2405	109895	118482
2406	109968	118466
2407	110031	118439
2408	110086	118403
2409	110138	118364
2410	110192	118327
2411	110255	118300
2412	110314	118268
2413	110369	118233
2414	110423	118196
2415	110477	118159
2416	110538	118130
2417	110594	118095
2418	110667	118078
2419	110720	118040
2420	110784	118014
2421	110837	117976
2422	110888	117936
2423	110938	117895
2424	110992	117858
2425	111049	117824
2426	111104	117787
2427	111158	117751
2428	111213	117715
2429	111265	117676
2430	111318	117637
2431	111375	117603
2432	111429	117567
2433	111485	117531
2434	111538	117492
2435	111588	117451
2436	111646	117418
2437	111707	117388
2438	111767	117358
2439	111831	117331
2440	111889	117298
2441	111950	117268
2442	112010	117237
2443	112062	117198
2444	112122	117166
2445	112177	117130
2446	112231	117092
2447	112295	117065
2448	112349	117028
2449	112412	117000
2450	112472	116969
2451	112531	116936
2452	112584	116898
2453	112634	116857
2454	112683	116814
2455	112741	116781
2456	112800	116748
2457	112863	116720
2458	112920	116686
2459	112973	116647
2460	113033	116616
2461	113090	116581
2462	113149	116548
2463	113213	116521
2464	113280	116496
2465	113345	116470
2466	113406	116440
2467	113464	116407
2468	113519	116369
2469	113574	116332
2470	113632	116299
2471	113707	116283
2472	113763	116247
2473	113816	116208
2474	113867	116167
2475	113920	116129
2476	113975	116091
2477	114034	116059
2478	114095	116028
2479	114162	116004
2480	114219	115969
2481	114277	115934
2482	114340	115906
2483	114395	115868
2484	114454	115836
2485	114518	115808
2486	114576	115774
2487	114633	115739
2488	114689	115702
2489	114755	115676
2490	114820	115650
2491	114885	115623
2492	114946	115591
2493	115003	115556
2494	115065	115526
2495	115126	115495
2496	115187	115464
2497	115239	115424
2498	115293	115385
2499	115352	115352
2500	115410	115317
2501	115484	115300
2502	115548	115271
2503	115609	115239
2504	115664	115203
2505	115716	115162
2506	115766	115120
2507	115824	115085
2508	115892	115060
2509	115951	115027
2510	116007	114991
2511	116060	114951
2512	116110	114908
2513	116162	114868
2514	116210	114824
2515	116267	114788
2516	116327	114756
2517	116382	114718
2518	116431	114675
2519	116486	114637
2520	116536	114594
2521	116587	114553
2522	116638	114511
2523	116694	114474
2524	116745	114434
2525	116797	114393
2526	116847	114350
2527	116900	114310
2528	116952	114270
2529	117005	114231
2530	117057	114190
2531	117114	114154
2532	117170	114117
2533	117226	114081
2534	117284	114045
2535	117338	114006
2536	117387	113963
2537	117438	113922
2538	117485	113876
2539	117537	113836
2540	117598	113803
2541	117665	113777
2542	117727	113746
2543	117779	113704
2544	117828	113661
2545	117878	113618
2546	117929	113576
2547	117983	113538
2548	118036	113498
2549	118090	113459
2550	118142	113419
2551	118193	113376
2552	118246	113336
2553	118298	113296
2554	118347	113252
2555	118396	113208
2556	118447	113166
2557	118504	113130
2558	118555	113088
2559	118606	113047
2560	118659	113007
2561	118709	112964
2562	118761	112922
2563	118813	112881
2564	118864	112840
2565	118917	112799
2566	118964	112754
2567	119005	112702
2568	119049	112654
2569	119091	112604
2570	119133	112553
2571	119175	112502
2572	119218	112453
2573	119262	112404
2574	119305	112355
2575	119345	112303
2576	119390	112255
2577	119432	112205
2578	119475	112156
2579	119518	112106
2580	119568	112063
2581	119620	112022
2582	119670	111979
2583	119722	111938
2584	119775	111898
2585	119827	111857
2586	119880	111817
2587	119933	111776
2588	119981	111732
2589	120025	111683
2590	120066	111632
2591	120110	111584
2592	120151	111533
2593	120192	111481
2594	120235	111432
2595	120278	111382
2596	120320	111331
2597	120370	111289
2598	120421	111247
2599	120473	111206
2600	120522	111162
2601	120571	111118
2602	120621	111075
2603	120673	111034
2604	120726	110993
2605	120778	110952
2606	120821	110903
2607	120862	110852
2608	120905	110803
2609	120948	110753
2610	120989	110702
2611	121033	110653
2612	121075	110603
2613	121115	110551
2614	121157	110501
2615	121201	110452
2616	121243	110402
2617	121287	110354
2618	121346	110318
2619	121396	110276
2620	121452	110238
2621	121504	110197
2622	121556	110156
2623	121607	110113
2624	121657	110071
2625	121708	110029
2626	121755	109983
2627	121797	109933
2628	121841	109884
2629	121892	109842
2630	121941	109798
2631	121992	109756
2632	122041	109712
2633	122094	109671
2634	122147	109631
2635	122198	109588
2636	122251	109548
2637	122300	109505
2638	122342	109454
2639	122384	109404
2640	122426	109353
2641	122468	109303
2642	122509	109253
2643	122551	109202
2644	122592	109151
2645	122645	109111
2646	122695	109068
2647	122751	109029
2648	122801	108986
2649	122852	108944
2650	122904	108903
2651	122955	108861
2652	123008	108820
2653	123055	108774
2654	123098	108725
2655	123139	108673
2656	123179	108622
2657	123222	108572
2658	123264	108523
2659	123308	108474
2660	123359	108432
2661	123410	108389
2662	123459	108345
2663	123509	108302
2664	123564	108263
2665	123615	108221
2666	123680	108191
2667	123739	108156
2668	123799	108121
2669	123861	108088
2670	123928	108060
2671	123988	108025
2672	124047	107990
2673	124098	107947
2674	124162	107917
2675	124215	107876
2676	124267	107834
2677	124316	107790
2678	124359	107741
2679	124413	107701
2680	124463	107658
2681	124514	107615
2682	124566	107573
2683	124619	107533
2684	124672	107492
2685	124722	107448
2686	124774	107406
2687	124822	107361
2688	124902	107344
2689	124945	107295
2690	124989	107246
2691	125031	107196
2692	125074	107147
2693	125116	107097
2694	125157	107045
2695	125199	106995
2696	125241	106945
2697	125284	106895
2698	125328	106847
2699	125373	106799
2700	125415	106749
2701	125457	106699
2702	125498	106648
2703	125541	106598
2704	125583	106548
2705	125626	106499
2706	125667	106448
2707	125708	106397
2708	125749	106346
2709	125802	106305
2710	125854	106263
2711	125905	106220
2712	125956	106178
2713	126006	106135
2714	126056	106091
2715	126107	106048
2716	126162	106010
2717	126212	105966
2718	126253	105915
2719	126295	105865
2720	126338	105816
2721	126381	105766
2722	126423	105716
2723	126464	105665
2724	126505	105614
2725	126548	105565
2726	126592	105516
2727	126635	105467
2728	126677	105417
2729	126719	105367
2730	126761	105317
2731	126803	105267
2732	126845	105217
2733	126886	105166
2734	126927	105115
2735	126972	105067
2736	127013	105016
2737	127053	104965
2738	127097	104916
2739	127140	104867
2740	127182	104817
2741	127224	104767
2742	127266	104717
2743	127309	104668
2744	127355	104621
2745	127397	104571
2746	127438	104521
2747	127480	104471
2748	127526	104423
2749	127568	104374
2750	127609	104323
2751	127651	104273
2752	127695	104225
2753	127741	104178
2754	127784	104129
2755	127826	104079
2756	127870	104031
2757	127915	103983
2758	127956	103932
2759	127998	103883
2760	128041	103833
2761	128083	103784
2762	128129	103737
2763	128173	103688
2764	128215	103638
2765	128256	103588
2766	128299	103538
2767	128340	103488
2768	128383	103439
2769	128428	103391
2770	128470	103342
2771	128512	103292
2772	128555	103243
2773	128598	103193
2774	128641	103144
2775	128684	103095
2776	128725	103045
2777	128768	102996
2778	128811	102947
2779	128852	102896
2780	128894	102846
2781	128937	102797
2782	128979	102747
2783	129022	102698
2784	129065	102649
2785	129108	102600
2786	129149	102550
2787	129191	102500
2788	129233	102451
2789	129279	102403
2790	129321	102354
2791	129365	102306
2792	129410	102259
2793	129452	102209
2794	129495	102160
2795	129537	102110
2796	129579	102060
2797	129625	102014
2798	129668	101965
2799	129710	101915
2800	129753	101866
2801	129796	101817
2802	129837	101767
2803	129881	101718
2804	129925	101670
2805	129966	101620
2806	130009	101571
2807	130051	101521
2808	130094	101472
2809	130141	101426
2810	130183	101377
2811	130228	101329
2812	130272	101281
2813	130313	101231
2814	130354	101180
2815	130396	101131
2816	130437	101080
2817	130478	101030
2818	130522	100982
2819	130564	100932
2820	130606	100883
2821	130650	100835
2822	130691	100785
2823	130732	100734
2824	130772	100683
2825	130814	100633
2826	130855	100583
2827	130897	100533
2828	130940	100484
2829	130981	100434
2830	131022	100384
2831	131065	100335
2832	131108	100286
2833	131148	100235
2834	131190	100186
2835	131231	100136
2836	131273	100086
2837	131318	100038
2838	131360	99989
2839	131407	99944
2840	131453	99897
2841	131496	99848
2842	131538	99798
2843	131591	99757
2844	131641	99714
2845	131691	99671
2846	131743	99628
2847	131793	99585
2848	131844	99542
2849	131893	99498
2850	131945	99456
2851	131994	99412
2852	132036	99363
2853	132078	99313
2854	132123	99266
2855	132169	99219
2856	132211	99170
2857	132253	99120
2858	132295	99071
2859	132335	99020
2860	132379	98972
2861	132420	98922
2862	132461	98871
2863	132503	98822
2864	132545	98772
2865	132586	98722
2866	132629	98673
2867	132671	98624
2868	132713	98574
2869	132754	98525
2870	132796	98475
2871	132839	98427
2872	132882	98378
2873	132925	98329
2874	132967	98280
2875	133009	98230
2876	133054	98183
2877	133096	98134
2878	133137	98084
2879	133179	98034
2880	133220	97984
2881	133262	97935
2882	133306	97887
2883	133347	97837
2884	133392	97790
2885	133438	97744
2886	133483	97696
2887	133525	97647
2888	133570	97600
2889	133611	97550
2890	133654	97501
2891	133698	97453
2892	133740	97404
2893	133780	97353
2894	133823	97304
2895	133867	97256
2896	133914	97211
2897	133959	97164
2898	134000	97114
2899	134042	97064
2900	134086	97017
2901	134127	96967
2902	134169	96918
2903	134212	96869
2904	134255	96820
2905	134297	96771
2906	134341	96723
2907	134383	96675
2908	134429	96628
2909	134472	96579
2910	134514	96531
2911	134557	96482
2912	134599	96432
2913	134642	96384
2914	134683	96334
2915	134727	96286
2916	134770	96237
2917	134811	96188
2918	134854	96139
2919	134897	96091
2920	134940	96042
2921	134982	95993
2922	135032	95950
2923	135082	95906
2924	135133	95863
2925	135187	95823
2926	135238	95780
2927	135291	95739
2928	135342	95696
2929	135395	95655
2930	135445	95611
2931	135490	95564
2932	135535	95517
2933	135577	95467
2934	135618	95417
2935	135667	95373
2936	135709	95324
2937	135751	95275
2938	135793	95226
2939	135834	95176
2940	135876	95127
2941	135918	95078
2942	135959	95028
2943	136002	94980
2944	136048	94933
2945	136090	94884
2946	136134	94837
2947	136177	94788
2948	136221	94740
2949	136263	94691
2950	136305	94642
2951	136346	94592
2952	136389	94544
2953	136432	94495
2954	136476	94448
2955	136518	94399
2956	136559	94349
2957	136603	94301
2958	136645	94252
2959	136686	94202
2960	136726	94152
2961	136767	94102
2962	136809	94053
2963	136854	94006
2964	136897	93958
2965	136937	93908
2966	136981	93860
2967	137024	93811
2968	137065	93762
2969	137106	93712
2970	137147	93662
2971	137189	93614
2972	137233	93566
2973	137276	93517
2974	137320	93470
2975	137378	93432
2976	137428	93388
2977	137480	93346
2978	137533	93304
2979	137584	93261
2980	137636	93219
2981	137686	93176
2982	137737	93133
2983	137789	93090
2984	137830	93041
2985	137873	92992
2986	137914	92943
2987	137955	92894
2988	137997	92844
2989	138042	92797
2990	138084	92748
2991	138125	92699
2992	138171	92652
2993	138212	92603
2994	138255	92555
2995	138297	92506
2996	138339	92457
2997	138382	92408
2998	138426	92361
2999	138468	92312
3000	138510	92263
3001	138566	92224
3002	138618	92181
3003	138672	92140
3004	138724	92098
3005	138773	92054
3006	138826	92012
3007	138878	91970
3008	138928	91926
3009	138979	91883
3010	139022	91834
3011	139064	91786
3012	139105	91736
3013	139147	91688
3014	139189	91638
3015	139233	91591
3016	139274	91541
3017	139315	91492
3018	139360	91445
3019	139414	91403
3020	139467	91362
3021	139522	91321
3022	139576	91281
3023	139628	91238
3024	139679	91195
3025	139730	91152
3026	139781	91109
3027	139831	91065
3028	139874	91017
3029	139916	90969
3030	139958	90920
3031	140002	90872
3032	140044	90823
3033	140087	90775
3034	140127	90725
3035	140177	90681
3036	140221	90633
3037	140263	90584
3038	140315	90542
3039	140368	90500
3040	140419	90457
3041	140473	90416
3042	140532	90378
3043	140586	90337
3044	140644	90298
3045	140698	90257
3046	140755	90218
3047	140808	90176
3048	140864	90136
3049	140919	90096
3050	140974	90055
3051	141026	90013
3052	141077	89969
3053	141128	89926
3054	141180	89883
3055	141233	89842
3056	141282	89798
3057	141328	89751
3058	141381	89709
3059	141432	89666
3060	141482	89622
3061	141536	89581
3062	141588	89538
3063	141638	89495
3064	141689	89451
3065	141742	89409
3066	141792	89365
3067	141835	89317
3068	141879	89269
3069	141923	89221
3070	141975	89179
3071	142026	89136
3072	142077	89093
3073	142130	89051
3074	142182	89008
3075	142234	88965
3076	142283	88921
3077	142334	88877
3078	142386	88835
3079	142427	88785
3080	142467	88735
3081	142509	88686
3082	142550	88637
3083	142591	88588
3084	142636	88541
3085	142678	88492
3086	142721	88443
3087	142764	88395
3088	142805	88346
3089	142846	88296
3090	142891	88249
3091	142934	88201
3092	142976	88152
3093	143019	88104
3094	143061	88055
3095	143104	88007
3096	143145	87958
3097	143188	87909
3098	143231	87861
3099	143272	87812
3100	143314	87763
3101	143355	87713
3102	143404	87669
3103	143455	87625
3104	143507	87583
3105	143561	87542
3106	143623	87505
3107	143707	87481
3108	143774	87448
3109	143859	87425
3110	143918	87387
3111	143976	87348
3112	144028	87305
3113	144087	87266
3114	144152	87232
3115	144211	87193
3116	144260	87148
3117	144310	87104
3118	144360	87060
3119	144412	87017
3120	144463	86974
3121	144515	86931
3122	144565	86887
3123	144618	86844
3124	144670	86802
3125	144734	86766
3126	144806	86735
3127	144864	86696
3128	144925	86658
3129	144978	86616
3130	145030	86573
3131	145085	86532
3132	145141	86491
3133	145193	86448
3134	145244	86405
3135	145296	86362
3136	145344	86317
3137	145396	86274
3138	145447	86230
3139	145502	86189
3140	145563	86151
3141	145621	86112
3142	145674	86069
3143	145728	86027
3144	145784	85987
3145	145836	85944
3146	145879	85895
3147	145924	85848
3148	145966	85799
3149	146021	85758
3150	146076	85717
3151	146129	85675
3152	146180	85631
3153	146237	85591
3154	146295	85551
3155	146349	85509
3156	146404	85468
3157	146456	85425
3158	146506	85381
3159	146548	85332
3160	146592	85284
3161	146634	85235
3162	146676	85186
3163	146719	85138
3164	146764	85090
3165	146805	85041
3166	146848	84993
3167	146892	84945
3168	146937	84898
3169	146980	84849
3170	147022	84800
3171	147063	84751
3172	147105	84702
3173	147147	84653
3174	147197	84609
3175	147255	84569
3176	147311	84529
3177	147364	84486
3178	147417	84443
3179	147470	84401
3180	147525	84360
3181	147582	84319
3182	147636	84277
3183	147685	84232
3184	147729	84184
3185	147771	84135
3186	147812	84086
3187	147857	84039
3188	147901	83991
3189	147944	83943
3190	147986	83894
3191	148029	83846
3192	148081	83802
3193	148133	83759
3194	148187	83717
3195	148237	83673
3196	148288	83629
3197	148348	83590
3198	148406	83551
3199	148458	83507
3200	148503	83460
3201	148555	83417
3202	148610	83376
3203	148661	83332
3204	148714	83289
3205	148766	83245
3206	148817	83202
3207	148868	83158
3208	148920	83115
3209	148966	83068
3210	149017	83024
3211	149068	82980
3212	149119	82937
3213	149170	82893
3214	149220	82848
3215	149272	82805
3216	149324	82761
3217	149386	82724
3218	149431	82676
3219	149473	82628
