iter	Passed	Remaining
211	9294	209914
212	9337	209850
213	9379	209760
214	9422	209698
215	9465	209652
216	9507	209567
217	9550	209492
218	9592	209412
219	9634	209337
220	9676	209250
221	9719	209186
222	9760	209091
223	9802	209010
224	9846	208967
225	9893	208982
226	9937	208956
227	9985	208995
228	10029	208961
229	10072	208899
230	10117	208880
231	10162	208852
232	10205	208790
233	10247	208720
234	10291	208679
235	10335	208629
236	10376	208538
237	10420	208491
238	10463	208433
239	10509	208447
240	10552	208381
241	10597	208350
242	10639	208288
243	10684	208265
244	10730	208268
245	10773	208196
246	10815	208130
247	10858	208060
248	10901	207998
249	10944	207937
250	10986	207873
251	11030	207823
252	11074	207796
253	11116	207718
254	11158	207628
255	11200	207558
256	11241	207467
257	11283	207390
258	11326	207324
259	11368	207250
260	11410	207179
261	11454	207147
262	11498	207105
263	11540	207033
264	11584	206994
265	11626	206920
266	11668	206835
267	11710	206769
268	11752	206691
269	11794	206629
270	11838	206582
271	11880	206508
272	11925	206483
273	11965	206382
274	12013	206408
275	12057	206380
276	12103	206378
277	12147	206330
278	12190	206277
279	12234	206233
280	12277	206175
281	12322	206156
282	12364	206082
283	12407	206037
284	12451	206002
285	12494	205934
286	12537	205891
287	12581	205853
288	12625	205802
289	12667	205739
290	12709	205668
291	12751	205591
292	12793	205520
293	12834	205445
294	12876	205369
295	12920	205328
296	12962	205260
297	13004	205192
298	13048	205161
299	13092	205115
300	13134	205046
301	13176	204969
302	13217	204896
303	13259	204831
304	13302	204773
305	13344	204710
306	13387	204652
307	13432	204624
308	13473	204548
309	13515	204478
310	13559	204433
311	13601	204367
312	13645	204336
313	13687	204271
314	13731	204236
315	13774	204172
316	13819	204155
317	13867	204169
318	13920	204262
319	13966	204257
320	14010	204220
321	14054	204188
322	14100	204169
323	14143	204115
324	14190	204119
325	14236	204119
326	14279	204061
327	14322	204011
328	14368	203991
329	14410	203934
330	14453	203873
331	14495	203813
332	14537	203740
333	14582	203714
334	14625	203668
335	14667	203601
336	14710	203551
337	14753	203497
338	14795	203422
339	14838	203368
340	14881	203321
341	14924	203266
342	14967	203212
343	15010	203164
344	15053	203109
345	15096	203064
346	15138	202998
347	15182	202953
348	15225	202905
349	15267	202844
350	15309	202771
351	15352	202716
352	15399	202723
353	15444	202697
354	15488	202661
355	15530	202589
356	15573	202540
357	15614	202467
358	15658	202425
359	15701	202375
360	15744	202321
361	15789	202295
362	15831	202233
363	15875	202194
364	15920	202163
365	15964	202126
366	16005	202058
367	16052	202050
368	16094	201994
369	16136	201924
370	16178	201855
371	16222	201816
372	16265	201765
373	16307	201705
374	16349	201646
375	16393	201601
376	16434	201531
377	16476	201468
378	16518	201400
379	16560	201343
380	16603	201288
381	16646	201237
382	16689	201192
383	16733	201149
384	16775	201087
385	16818	201032
386	16859	200961
387	16902	200915
388	16944	200853
389	16992	200860
390	17034	200800
391	17076	200733
392	17118	200679
393	17161	200620
394	17203	200558
395	17245	200504
396	17288	200446
397	17331	200399
398	17376	200373
399	17419	200319
400	17460	200253
401	17502	200195
402	17544	200133
403	17588	200092
404	17630	200027
405	17672	199964
406	17716	199928
407	17760	199888
408	17807	199892
409	17851	199844
410	17897	199831
411	17940	199779
412	17982	199723
413	18024	199666
414	18069	199634
415	18111	199577
416	18153	199517
417	18199	199495
418	18242	199453
419	18286	199406
420	18331	199384
421	18375	199339
422	18418	199291
423	18461	199240
424	18502	199178
425	18546	199140
426	18590	199097
427	18635	199067
428	18677	199012
429	18722	198977
430	18763	198907
431	18805	198855
432	18849	198808
433	18893	198768
434	18936	198727
435	18981	198693
436	19023	198639
437	19066	198588
438	19111	198558
439	19154	198511
440	19197	198464
441	19239	198400
442	19282	198348
443	19324	198291
444	19369	198263
445	19414	198231
446	19459	198205
447	19503	198165
448	19547	198126
449	19588	198063
450	19630	198001
451	19672	197943
452	19713	197879
453	19757	197833
454	19799	197776
455	19843	197736
456	19890	197732
457	19932	197673
458	19980	197673
459	20023	197626
460	20067	197581
461	20114	197573
462	20157	197529
463	20199	197469
464	20242	197417
465	20286	197376
466	20328	197323
467	20369	197251
468	20412	197203
469	20454	197143
470	20497	197098
471	20541	197054
472	20583	196998
473	20625	196947
474	20668	196892
475	20711	196842
476	20753	196783
477	20794	196720
478	20835	196658
479	20880	196620
480	20926	196601
481	20972	196581
482	21015	196538
483	21058	196489
484	21101	196441
485	21144	196394
486	21187	196347
487	21230	196294
488	21272	196241
489	21315	196188
490	21359	196154
491	21402	196102
492	21445	196052
493	21487	195998
494	21530	195946
495	21572	195894
496	21614	195831
497	21656	195776
498	21698	195722
499	21743	195691
500	21786	195645
501	21839	195688
502	21886	195676
503	21928	195612
504	21971	195564
505	22013	195509
506	22056	195459
507	22099	195416
508	22146	195401
509	22189	195353
510	22231	195300
511	22275	195255
512	22319	195221
513	22363	195176
514	22404	195118
515	22448	195075
516	22491	195024
517	22535	194986
518	22576	194923
519	22621	194888
520	22693	195092
521	22746	195129
522	22789	195081
523	22831	195028
524	22874	194974
525	22924	194985
526	22966	194928
527	23009	194881
528	23051	194827
529	23098	194808
530	23140	194756
531	23182	194699
532	23224	194644
533	23269	194612
534	23313	194565
535	23355	194515
536	23397	194457
537	23439	194402
538	23486	194384
539	23529	194338
540	23571	194279
541	23613	194227
542	23657	194184
543	23701	194142
544	23745	194100
545	23788	194051
546	23830	193998
547	23875	193964
548	23918	193914
549	23963	193886
550	24007	193843
551	24050	193796
552	24092	193745
553	24140	193730
554	24185	193700
555	24228	193652
556	24272	193611
557	24316	193574
558	24360	193529
559	24402	193478
560	24446	193439
561	24489	193388
562	24534	193359
563	24576	193302
564	24618	193243
565	24661	193200
566	24704	193151
567	24748	193107
568	24792	193068
569	24835	193020
570	24879	192978
571	24924	192946
572	24967	192895
573	25009	192844
574	25055	192817
575	25098	192768
576	25142	192729
577	25186	192686
578	25228	192636
579	25273	192600
580	25316	192554
581	25360	192515
582	25404	192469
583	25447	192422
584	25491	192381
585	25534	192335
586	25579	192303
587	25621	192247
588	25664	192197
589	25707	192151
590	25750	192103
591	25793	192057
592	25835	192004
593	25878	191955
594	25924	191926
595	25968	191887
596	26010	191832
597	26053	191782
598	26095	191732
599	26138	191680
600	26184	191659
601	26227	191606
602	26272	191578
603	26317	191539
604	26359	191490
605	26402	191437
606	26447	191407
607	26492	191376
608	26537	191338
609	26579	191287
610	26622	191234
611	26667	191205
612	26713	191175
613	26757	191134
614	26800	191086
615	26843	191039
616	26886	190997
617	26928	190941
618	26972	190896
619	27014	190842
620	27057	190794
621	27099	190742
622	27142	190693
623	27189	190674
624	27232	190625
625	27275	190577
626	27320	190543
627	27362	190492
628	27404	190439
629	27447	190389
630	27489	190335
631	27533	190295
632	27575	190243
633	27617	190187
634	27662	190152
635	27706	190114
636	27748	190058
637	27791	190008
638	27836	189973
639	27879	189931
640	27922	189884
641	27965	189835
642	28008	189784
643	28050	189733
644	28094	189692
645	28136	189640
646	28180	189599
647	28226	189570
648	28268	189517
649	28315	189495
650	28358	189446
651	28400	189397
652	28444	189356
653	28488	189310
654	28530	189260
655	28573	189209
656	28620	189194
657	28663	189142
658	28706	189096
659	28748	189041
660	28791	188993
661	28837	188970
662	28886	188961
663	28932	188935
664	28975	188885
665	29019	188845
666	29064	188809
667	29105	188752
668	29149	188706
669	29193	188666
670	29236	188622
671	29280	188582
672	29323	188535
673	29365	188481
674	29408	188429
675	29450	188381
676	29493	188328
677	29536	188282
678	29578	188229
679	29620	188176
680	29664	188134
681	29706	188084
682	29749	188035
683	29793	187994
684	29834	187936
685	29881	187915
686	29924	187866
687	29966	187810
688	30008	187762
689	30052	187719
690	30095	187672
691	30139	187630
692	30182	187582
693	30231	187573
694	30274	187525
695	30316	187476
696	30358	187423
697	30400	187370
698	30445	187331
699	30490	187301
700	30534	187257
701	30578	187214
702	30619	187160
703	30662	187113
704	30705	187066
705	30749	187023
706	30793	186981
707	30837	186940
708	30879	186889
709	30921	186838
710	30963	186783
711	31010	186758
712	31053	186714
713	31097	186669
714	31140	186623
715	31181	186566
716	31226	186528
717	31267	186473
718	31310	186424
719	31352	186371
720	31395	186325
721	31437	186272
722	31480	186224
723	31522	186174
724	31568	186142
725	31614	186118
726	31661	186095
727	31705	186053
728	31748	186002
729	31794	185975
730	31837	185926
731	31878	185869
732	31922	185830
733	31965	185785
734	32007	185732
735	32051	185689
736	32094	185642
737	32137	185594
738	32181	185552
739	32225	185514
740	32267	185463
741	32310	185415
742	32353	185367
743	32398	185334
744	32442	185292
745	32484	185239
746	32526	185186
747	32570	185144
748	32612	185095
749	32656	185052
750	32698	185003
751	32740	184947
752	32786	184916
753	32832	184887
754	32875	184842
755	32917	184790
756	32960	184743
757	33003	184699
758	33046	184651
759	33087	184596
760	33131	184554
761	33175	184511
762	33220	184475
763	33264	184436
764	33308	184396
765	33351	184346
766	33394	184299
767	33436	184250
768	33479	184203
769	33522	184154
770	33564	184105
771	33608	184064
772	33649	184005
773	33691	183956
774	33733	183901
775	33777	183859
776	33821	183820
777	33865	183778
778	33907	183727
779	33952	183691
780	33995	183647
781	34039	183606
782	34083	183562
783	34126	183517
784	34170	183475
785	34214	183434
786	34260	183406
787	34303	183360
788	34347	183319
789	34392	183283
790	34436	183239
791	34480	183199
792	34523	183150
793	34566	183107
794	34609	183062
795	34652	183011
796	34693	182958
797	34736	182909
798	34778	182859
799	34822	182818
800	34865	182770
801	34907	182720
802	34950	182674
803	34994	182631
804	35035	182577
805	35077	182523
806	35118	182469
807	35161	182420
808	35205	182378
809	35247	182327
810	35290	182283
811	35333	182236
812	35376	182189
813	35419	182146
814	35480	182191
815	35522	182140
816	35564	182090
817	35609	182050
818	35651	182000
819	35692	181946
820	35734	181893
821	35776	181840
822	35819	181797
823	35861	181746
824	35903	181693
825	35947	181654
826	35990	181606
827	36032	181557
828	36076	181511
829	36117	181460
830	36160	181413
831	36203	181367
832	36246	181319
833	36291	181281
834	36334	181236
835	36378	181195
836	36420	181143
837	36463	181098
838	36506	181054
839	36550	181011
840	36594	180969
841	36636	180919
842	36678	180867
843	36720	180815
844	36764	180774
845	36807	180728
846	36849	180680
847	36893	180637
848	36939	180606
849	36982	180563
850	37026	180522
851	37069	180472
852	37111	180423
853	37155	180380
854	37197	180330
855	37239	180279
856	37282	180232
857	37325	180187
858	37367	180137
859	37413	180105
860	37455	180057
861	37508	180056
862	37563	180071
863	37616	180069
864	37669	180074
865	37721	180068
866	37772	180060
867	37827	180072
868	37877	180059
869	37928	180052
870	37973	180012
871	38015	179964
872	38063	179940
873	38106	179895
874	38153	179868
875	38198	179828
876	38241	179783
877	38286	179746
878	38331	179708
879	38378	179680
880	38422	179640
881	38467	179602
882	38510	179555
883	38554	179513
884	38598	179470
885	38640	179420
886	38682	179372
887	38728	179335
888	38772	179295
889	38815	179247
890	38857	179197
891	38901	179155
892	38943	179107
893	38991	179083
894	39035	179038
895	39076	178985
896	39119	178935
897	39163	178893
898	39206	178848
899	39250	178809
900	39295	178771
901	39338	178722
902	39380	178673
903	39422	178622
904	39466	178578
905	39508	178531
906	39553	178493
907	39597	178451
908	39640	178402
909	39683	178356
910	39726	178313
911	39769	178265
912	39812	178220
913	39856	178175
914	39901	178139
915	39948	178110
916	39991	178063
917	40035	178023
918	40079	177981
919	40120	177927
920	40161	177872
921	40204	177825
922	40248	177781
923	40290	177732
924	40337	177704
925	40383	177667
926	40424	177615
927	40468	177573
928	40509	177519
929	40554	177480
930	40595	177426
931	40638	177379
932	40681	177333
933	40726	177295
934	40769	177249
935	40811	177197
936	40853	177149
937	40899	177116
938	40942	177067
939	40983	177015
940	41027	176970
941	41069	176920
942	41112	176877
943	41154	176826
944	41197	176778
945	41240	176732
946	41283	176688
947	41326	176639
948	41369	176592
949	41413	176550
950	41455	176503
951	41499	176462
952	41543	176418
953	41585	176369
954	41631	176334
955	41676	176298
956	41718	176244
957	41760	176197
958	41803	176149
959	41846	176103
960	41890	176063
961	41938	176035
962	41981	175990
963	42023	175941
964	42068	175901
965	42110	175851
966	42153	175805
967	42195	175758
968	42238	175710
969	42280	175660
970	42325	175621
971	42370	175583
972	42413	175538
973	42456	175494
974	42503	175464
975	42546	175415
976	42588	175367
977	42630	175318
978	42675	175277
979	42717	175230
980	42761	175189
981	42803	175136
982	42847	175095
983	42889	175043
984	42930	174990
985	42972	174942
986	43015	174893
987	43058	174848
988	43103	174811
989	43145	174760
990	43188	174714
991	43231	174669
992	43274	174623
993	43317	174575
994	43358	174524
995	43401	174478
996	43443	174428
997	43487	174386
998	43530	174340
999	43572	174291
1000	43614	174242
1001	43666	174229
1002	43710	174188
1003	43761	174175
1004	43805	174132
1005	43854	174109
1006	43904	174090
1007	43951	174061
1008	43993	174012
1009	44038	173974
1010	44081	173928
1011	44123	173879
1012	44165	173826
1013	44207	173776
1014	44249	173729
1015	44295	173692
1016	44338	173648
1017	44384	173613
1018	44429	173574
1019	44473	173535
1020	44516	173487
1021	44558	173436
1022	44600	173389
1023	44645	173350
1024	44689	173308
1025	44731	173259
1026	44774	173214
1027	44817	173167
1028	44859	173117
1029	44903	173073
1030	44945	173024
1031	44988	172978
1032	45031	172933
1033	45076	172896
1034	45118	172845
1035	45160	172797
1036	45203	172748
1037	45245	172699
1038	45288	172655
1039	45332	172612
1040	45374	172564
1041	45417	172515
1042	45469	172506
1043	45523	172499
1044	45575	172489
1045	45629	172483
1046	45680	172470
1047	45732	172456
1048	45784	172445
1049	45836	172432
1050	45889	172423
1051	45933	172380
1052	45975	172331
1053	46018	172285
1054	46060	172237
1055	46102	172187
1056	46144	172137
1057	46188	172094
1058	46231	172047
1059	46275	172004
1060	46317	171956
1061	46361	171913
1062	46408	171881
1063	46451	171834
1064	46492	171783
1065	46536	171739
1066	46578	171691
1067	46620	171641
1068	46664	171598
1069	46708	171555
1070	46751	171509
1071	46793	171460
1072	46835	171411
1073	46878	171364
1074	46920	171314
1075	46962	171264
1076	47003	171211
1077	47046	171163
1078	47088	171116
1079	47131	171070
1080	47174	171023
1081	47218	170982
1082	47261	170935
1083	47306	170896
1084	47348	170846
1085	47390	170796
1086	47432	170749
1087	47475	170702
1088	47517	170654
1089	47558	170600
1090	47603	170559
1091	47644	170506
1092	47686	170457
1093	47727	170405
1094	47772	170367
1095	47813	170314
1096	47856	170267
1097	47899	170223
1098	47943	170180
1099	47986	170133
1100	48028	170084
1101	48069	170033
1102	48114	169991
1103	48156	169945
1104	48200	169901
1105	48244	169859
1106	48287	169812
1107	48329	169763
1108	48372	169716
1109	48416	169677
1110	48459	169630
1111	48501	169579
1112	48542	169529
1113	48584	169478
1114	48631	169445
1115	48673	169398
1116	48717	169354
1117	48761	169312
1118	48807	169277
1119	48849	169227
1120	48892	169182
1121	48934	169132
1122	48976	169083
1123	49017	169031
1124	49064	168998
1125	49106	168949
1126	49148	168902
1127	49190	168854
1128	49231	168800
1129	49274	168754
1130	49316	168706
1131	49357	168652
1132	49401	168609
1133	49444	168566
1134	49487	168519
1135	49530	168472
1136	49572	168423
1137	49613	168370
1138	49657	168329
1139	49701	168287
1140	49745	168244
1141	49789	168204
1142	49834	168163
1143	49878	168120
1144	49919	168069
1145	49964	168032
1146	50007	167985
1147	50050	167939
1148	50091	167888
1149	50133	167839
1150	50176	167791
1151	50219	167746
1152	50262	167700
1153	50305	167655
1154	50348	167609
1155	50393	167571
1156	50438	167534
1157	50482	167491
1158	50525	167445
1159	50568	167397
1160	50611	167353
1161	50657	167316
1162	50698	167265
1163	50741	167218
1164	50786	167180
1165	50829	167134
1166	50877	167107
1167	50922	167066
1168	50969	167036
1169	51021	167019
1170	51072	166999
1171	51122	166977
1172	51169	166945
1173	51213	166902
1174	51255	166852
1175	51303	166824
1176	51347	166781
1177	51391	166739
1178	51435	166697
1179	51481	166660
1180	51523	166610
1181	51565	166563
1182	51608	166515
1183	51650	166468
1184	51693	166422
1185	51737	166379
1186	51779	166330
1187	51825	166293
1188	51867	166246
1189	51909	166196
1190	51955	166160
1191	51997	166114
1192	52040	166067
1193	52084	166023
1194	52126	165974
1195	52169	165931
1196	52213	165889
1197	52256	165841
1198	52299	165796
1199	52344	165757
1200	52388	165714
1201	52431	165669
1202	52477	165631
1203	52520	165586
1204	52563	165542
1205	52610	165507
1206	52654	165467
1207	52699	165427
1208	52745	165390
1209	52798	165376
1210	52848	165354
1211	52899	165334
1212	52951	165314
1213	53001	165290
1214	53044	165244
1215	53085	165194
1216	53129	165152
1217	53173	165109
1218	53217	165064
1219	53262	165025
1220	53307	164986
1221	53350	164942
1222	53396	164904
1223	53449	164888
1224	53507	164891
1225	53562	164881
1226	53619	164877
1227	53670	164856
1228	53726	164852
1229	53777	164831
1230	53830	164813
1231	53880	164790
1232	53923	164745
1233	53969	164708
1234	54011	164657
1235	54054	164612
1236	54095	164562
1237	54140	164519
1238	54184	164479
1239	54228	164435
1240	54274	164397
1241	54318	164353
1242	54361	164308
1243	54404	164262
1244	54444	164207
1245	54488	164164
1246	54531	164118
1247	54574	164073
1248	54617	164027
1249	54658	163976
1250	54701	163928
1251	54743	163881
1252	54787	163836
1253	54829	163790
1254	54872	163742
1255	54915	163696
1256	54956	163646
1257	55001	163604
1258	55045	163563
1259	55090	163521
1260	55133	163477
1261	55179	163438
1262	55223	163397
1263	55266	163349
1264	55307	163298
1265	55348	163247
1266	55393	163206
1267	55433	163153
1268	55475	163104
1269	55518	163059
1270	55562	163016
1271	55604	162966
1272	55646	162917
1273	55687	162866
1274	55731	162822
1275	55774	162778
1276	55817	162731
1277	55860	162686
1278	55903	162640
1279	55945	162591
1280	55989	162550
1281	56032	162502
1282	56075	162456
1283	56116	162406
1284	56160	162362
1285	56201	162312
1286	56244	162265
1287	56287	162220
1288	56329	162172
1289	56371	162122
1290	56414	162077
1291	56456	162028
1292	56499	161981
1293	56545	161944
1294	56587	161898
1295	56630	161851
1296	56673	161805
1297	56717	161761
1298	56758	161710
1299	56800	161664
1300	56842	161614
1301	56884	161565
1302	56933	161536
1303	56981	161507
1304	57029	161473
1305	57075	161436
1306	57120	161395
1307	57162	161349
1308	57204	161299
1309	57247	161255
1310	57291	161210
1311	57335	161168
1312	57379	161126
1313	57423	161083
1314	57466	161036
1315	57509	160992
1316	57554	160950
1317	57595	160901
1318	57638	160853
1319	57679	160804
1320	57723	160760
1321	57768	160719
1322	57810	160671
1323	57851	160620
1324	57895	160576
1325	57937	160529
1326	57983	160491
1327	58025	160444
1328	58069	160400
1329	58111	160353
1330	58157	160314
1331	58202	160276
1332	58244	160226
1333	58287	160182
1334	58330	160135
1335	58372	160088
1336	58414	160039
1337	58457	159994
1338	58500	159947
1339	58546	159910
1340	58590	159867
1341	58632	159820
1342	58675	159774
1343	58717	159726
1344	58760	159679
1345	58802	159631
1346	58844	159582
1347	58889	159544
1348	58933	159499
1349	58974	159449
1350	59017	159402
1351	59060	159357
1352	59102	159309
1353	59144	159261
1354	59187	159217
1355	59232	159175
1356	59273	159126
1357	59316	159079
1358	59358	159032
1359	59403	158991
1360	59445	158944
1361	59489	158901
1362	59533	158858
1363	59576	158811
1364	59618	158763
1365	59660	158717
1366	59704	158672
1367	59748	158631
1368	59791	158586
1369	59834	158540
1370	59876	158492
1371	59919	158445
1372	59961	158398
1373	60003	158349
1374	60045	158301
1375	60087	158252
1376	60131	158211
1377	60175	158167
1378	60217	158120
1379	60261	158076
1380	60304	158032
1381	60346	157984
1382	60388	157936
1383	60430	157886
1384	60472	157839
1385	60516	157796
1386	60563	157762
1387	60606	157717
1388	60649	157671
1389	60691	157624
1390	60736	157582
1391	60778	157533
1392	60820	157487
1393	60862	157440
1394	60908	157400
1395	60951	157357
1396	60993	157309
1397	61036	157263
1398	61078	157215
1399	61121	157169
1400	61163	157122
1401	61205	157074
1402	61247	157026
1403	61291	156983
1404	61335	156940
1405	61383	156907
1406	61435	156884
1407	61487	156862
1408	61537	156836
1409	61588	156810
1410	61637	156781
1411	61691	156762
1412	61742	156738
1413	61794	156716
1414	61848	156696
1415	61890	156650
1416	61932	156602
1417	61976	156558
1418	62017	156508
1419	62059	156460
1420	62104	156419
1421	62146	156372
1422	62190	156327
1423	62232	156280
1424	62273	156229
1425	62319	156192
1426	62364	156151
1427	62405	156101
1428	62448	156056
1429	62492	156012
1430	62535	155966
1431	62580	155927
1432	62625	155885
1433	62666	155835
1434	62708	155787
1435	62750	155740
1436	62792	155691
1437	62834	155643
1438	62876	155596
1439	62917	155546
1440	62959	155498
1441	62991	155426
1442	63033	155378
1443	63077	155334
1444	63120	155290
1445	63164	155245
1446	63206	155197
1447	63248	155151
1448	63293	155109
1449	63334	155059
1450	63376	155012
1451	63419	154966
1452	63460	154916
1453	63501	154866
1454	63544	154820
1455	63585	154772
1456	63627	154724
1457	63673	154685
1458	63718	154645
1459	63764	154607
1460	63810	154569
1461	63852	154520
1462	63899	154486
1463	63948	154455
1464	63997	154424
1465	64044	154388
1466	64089	154347
1467	64131	154300
1468	64173	154253
1469	64216	154208
1470	64257	154157
1471	64301	154114
1472	64345	154071
1473	64398	154049
1474	64440	154001
1475	64484	153957
1476	64525	153907
1477	64566	153857
1478	64613	153823
1479	64656	153777
1480	64700	153733
1481	64741	153684
1482	64783	153636
1483	64826	153592
1484	64871	153551
1485	64913	153503
1486	64956	153456
1487	64998	153409
1488	65039	153359
1489	65082	153314
1490	65126	153271
1491	65167	153221
1492	65209	153174
1493	65253	153130
1494	65294	153082
1495	65337	153036
1496	65379	152988
1497	65421	152940
1498	65463	152892
1499	65505	152846
1500	65547	152797
1501	65601	152780
1502	65646	152739
1503	65691	152698
1504	65733	152651
1505	65778	152609
1506	65820	152562
1507	65863	152515
1508	65906	152470
1509	65950	152428
1510	65994	152385
1511	66037	152340
1512	66081	152296
1513	66124	152251
1514	66167	152207
1515	66210	152162
1516	66253	152117
1517	66296	152070
1518	66339	152026
1519	66384	151986
1520	66427	151939
1521	66471	151896
1522	66514	151851
1523	66556	151803
1524	66602	151766
1525	66649	151731
1526	66691	151683
1527	66734	151636
1528	66776	151590
1529	66817	151540
1530	66862	151499
1531	66905	151454
1532	66948	151408
1533	66990	151362
1534	67034	151318
1535	67077	151274
1536	67121	151230
1537	67165	151188
1538	67209	151145
1539	67254	151105
1540	67295	151055
1541	67338	151010
1542	67381	150963
1543	67423	150917
1544	67466	150870
1545	67509	150826
1546	67550	150777
1547	67593	150732
1548	67637	150688
1549	67682	150647
1550	67725	150602
1551	67767	150556
1552	67812	150514
1553	67853	150465
1554	67895	150418
1555	67938	150372
1556	67980	150326
1557	68026	150288
1558	68068	150240
1559	68109	150190
1560	68151	150143
1561	68195	150100
1562	68239	150056
1563	68281	150008
1564	68324	149963
1565	68367	149920
1566	68409	149872
1567	68452	149826
1568	68493	149778
1569	68536	149731
1570	68579	149686
1571	68622	149641
1572	68670	149607
1573	68712	149561
1574	68754	149514
1575	68797	149468
1576	68841	149425
1577	68883	149379
1578	68926	149333
1579	68968	149286
1580	69009	149236
1581	69051	149189
1582	69094	149144
1583	69136	149096
1584	69178	149050
1585	69221	149006
1586	69263	148958
1587	69305	148911
1588	69356	148882
1589	69409	148859
1590	69461	148833
1591	69512	148806
1592	69564	148779
1593	69618	148757
1594	69670	148732
1595	69722	148705
1596	69778	148688
1597	69829	148660
1598	69869	148609
1599	69911	148562
1600	69953	148513
1601	69999	148475
1602	70041	148429
1603	70083	148380
1604	70126	148335
1605	70171	148296
1606	70213	148248
1607	70259	148208
1608	70301	148161
1609	70344	148116
1610	70389	148075
1611	70432	148029
1612	70475	147985
1613	70517	147937
1614	70559	147890
1615	70601	147843
1616	70645	147801
1617	70691	147761
1618	70733	147714
1619	70775	147667
1620	70818	147623
1621	70861	147576
1622	70903	147530
1623	70948	147488
1624	70988	147437
1625	71029	147388
1626	71073	147344
1627	71114	147296
1628	71159	147254
1629	71202	147209
1630	71244	147162
1631	71286	147115
1632	71330	147073
1633	71372	147026
1634	71415	146980
1635	71458	146935
1636	71501	146890
1637	71542	146841
1638	71586	146798
1639	71630	146754
1640	71673	146710
1641	71716	146664
1642	71758	146618
1643	71802	146573
1644	71847	146533
1645	71889	146486
1646	71931	146440
1647	71974	146395
1648	72021	146357
1649	72067	146319
1650	72109	146271
1651	72151	146224
1652	72193	146178
1653	72236	146131
1654	72277	146083
1655	72320	146037
1656	72362	145991
1657	72405	145946
1658	72448	145902
1659	72490	145855
1660	72531	145805
1661	72574	145759
1662	72615	145711
1663	72658	145666
1664	72703	145625
1665	72748	145585
