iter	MAE
872	0.3978137268
873	0.3975987375
874	0.3972990513
875	0.3971769815
876	0.3969712178
877	0.3966847776
878	0.396630351
879	0.3964156521
880	0.3960171926
881	0.3958971866
882	0.3957165016
883	0.3953900918
884	0.3951708324
885	0.3950450302
886	0.3948743846
887	0.3945627236
888	0.3944640275
889	0.3942228407
890	0.3938677057
891	0.3936974614
892	0.3934744165
893	0.3932744154
894	0.3928814319
895	0.3925470238
896	0.3922358441
897	0.3920298151
898	0.3918156254
899	0.3915237261
900	0.3913106855
901	0.3910992132
902	0.3909608756
903	0.3907683381
904	0.3904545662
905	0.3902599949
906	0.3900482526
907	0.3897911542
908	0.3896078848
909	0.3894237695
910	0.3892109107
911	0.3890364931
912	0.3886791072
913	0.388382597
914	0.3881463805
915	0.3878176577
916	0.3876147303
917	0.3873055407
918	0.386951429
919	0.3866709534
920	0.3865161345
921	0.3864030974
922	0.386097073
923	0.3858422636
924	0.3857128116
925	0.3853502679
926	0.385137249
927	0.3851061847
928	0.3848341341
929	0.3845817299
930	0.3843433884
931	0.3841404518
932	0.384014878
933	0.3838764349
934	0.3836974647
935	0.3835190284
936	0.3832463861
937	0.3828490589
938	0.3825306434
939	0.382208021
940	0.3820684902
941	0.3817527489
942	0.3816073006
943	0.3815170487
944	0.3811275421
945	0.3807172649
946	0.3804596267
947	0.3803003469
948	0.3801187755
949	0.3798605529
950	0.3795443619
951	0.3792831152
952	0.3790313201
953	0.3789389928
954	0.3787620748
955	0.3786382926
956	0.3785143761
957	0.378373943
958	0.3781562554
959	0.3780203313
960	0.3777422069
961	0.3775825946
962	0.3774996749
963	0.3772065031
964	0.3770711132
965	0.3769033393
966	0.3767005005
967	0.3764036759
968	0.3761533556
969	0.3760627515
970	0.3758728549
971	0.3757461531
972	0.3756221863
973	0.3754196936
974	0.3751523113
975	0.3748108042
976	0.3746809003
977	0.3744762304
978	0.3742806832
979	0.3740018108
980	0.3738189434
981	0.3737222367
982	0.3735434563
983	0.373363801
984	0.3733177619
985	0.3730293439
986	0.3728178884
987	0.3727244029
988	0.372380656
989	0.3722084392
990	0.3720016338
991	0.3718316439
992	0.3716743248
993	0.3714628812
994	0.3713024273
995	0.3708498586
996	0.3708373734
997	0.3706672914
998	0.3705083582
999	0.3703909827
1000	0.3703136668
1001	0.3700780872
1002	0.3699369245
1003	0.3695922817
1004	0.3695331328
1005	0.3694082821
1006	0.3692522179
1007	0.3689851358
1008	0.3689195943
1009	0.3686492694
1010	0.368545557
1011	0.3684353706
1012	0.3680318887
1013	0.367923492
1014	0.3676234196
1015	0.3674883921
1016	0.3674586764
1017	0.3672866464
1018	0.3671640897
1019	0.3670972787
1020	0.3669859942
1021	0.3667200986
1022	0.3664480093
1023	0.366388658
1024	0.3661851906
1025	0.3659495763
1026	0.3658831177
1027	0.3656948983
1028	0.3655289552
1029	0.3654323214
1030	0.3653442468
1031	0.3652473014
1032	0.3650217679
1033	0.3647602734
1034	0.36459924
1035	0.3643827178
1036	0.3640900089
1037	0.3639883766
1038	0.3638790399
1039	0.3638410069
1040	0.3637108668
1041	0.363474325
1042	0.3633586247
1043	0.3632722653
1044	0.3631136404
1045	0.3630021127
1046	0.362887756
1047	0.3627287192
1048	0.3623806426
1049	0.3621080351
1050	0.3619469126
1051	0.3618026538
1052	0.361584126
1053	0.3614348975
1054	0.3613526214
1055	0.3612156276
1056	0.3610711673
1057	0.3608838403
1058	0.3608035383
1059	0.3607464844
1060	0.3606499164
1061	0.3605637593
1062	0.3603142041
1063	0.3602432217
1064	0.360084309
1065	0.3599511135
1066	0.3597525786
1067	0.3595890623
1068	0.3594959185
1069	0.3591900719
1070	0.3589462774
1071	0.3588601786
1072	0.3586850689
1073	0.3584987633
1074	0.3583603704
1075	0.3581872727
1076	0.3580561195
1077	0.3579032497
1078	0.3577661664
1079	0.3575804943
1080	0.3573299367
1081	0.3571016662
1082	0.3569602333
1083	0.3567915753
1084	0.3566979146
1085	0.3566224346
1086	0.3565120011
1087	0.3564464777
1088	0.3562377818
1089	0.3561635691
1090	0.3560369231
1091	0.356008824
1092	0.3558763804
1093	0.3557441917
1094	0.3554952948
1095	0.3554252511
1096	0.3553439359
1097	0.3551306154
1098	0.354973834
1099	0.3548925273
1100	0.3548188657
1101	0.3546993137
1102	0.3545807121
1103	0.3543917822
1104	0.3541361127
1105	0.3539577573
1106	0.3537556527
1107	0.353486572
1108	0.3531782953
1109	0.3528315998
1110	0.3526220929
1111	0.3524919209
1112	0.3522794426
1113	0.3521959336
1114	0.3519000464
1115	0.3515199122
1116	0.3514651648
1117	0.3513181226
1118	0.3510899794
1119	0.3508583114
1120	0.3506920099
1121	0.3505363759
1122	0.3502754897
1123	0.3501272632
1124	0.3498803654
1125	0.3497340123
1126	0.3495109894
1127	0.3494304324
1128	0.3493434434
1129	0.3491621596
1130	0.3489851167
1131	0.3488839716
1132	0.3488074461
1133	0.3486342924
1134	0.3484316056
1135	0.3482425882
1136	0.348005897
1137	0.3478969757
1138	0.3477670735
1139	0.3476385597
1140	0.3475492258
1141	0.3473966915
1142	0.3472618236
1143	0.3470393345
1144	0.3468681367
1145	0.3468105384
1146	0.346663368
1147	0.3466109623
1148	0.3464429518
1149	0.3463140148
1150	0.346005387
1151	0.3457511843
1152	0.345695331
1153	0.3455881411
1154	0.3453894965
1155	0.3452474061
1156	0.3450902695
1157	0.3449690942
1158	0.3448558044
1159	0.3447506264
1160	0.3446974288
1161	0.3444396763
1162	0.344343995
1163	0.344286857
1164	0.3440823087
1165	0.3438615211
1166	0.3437908246
1167	0.3436569234
1168	0.3435743558
1169	0.3434774218
1170	0.3433205254
1171	0.343184855
1172	0.3430506874
1173	0.3429939712
1174	0.342892207
1175	0.3427835187
1176	0.3426646374
1177	0.3424686169
1178	0.3423668248
1179	0.3419849321
1180	0.3418029747
1181	0.3415334607
1182	0.3412901215
1183	0.3411573898
1184	0.3409664083
1185	0.3408958819
1186	0.3407407243
1187	0.3404962735
1188	0.340317565
1189	0.3402519529
1190	0.3400773362
1191	0.3399880887
1192	0.3399071142
1193	0.3397404558
1194	0.3395940846
1195	0.3394650121
1196	0.3392999173
1197	0.3391921893
1198	0.3390333552
1199	0.3387895787
1200	0.3386617293
1201	0.3385885043
1202	0.3384657408
1203	0.3383606535
1204	0.3382995938
1205	0.3382539362
1206	0.3381152129
1207	0.3379416201
1208	0.3378860735
1209	0.337843144
1210	0.3377279282
1211	0.3375317142
1212	0.337488119
1213	0.3373171448
1214	0.3371728578
1215	0.3369027743
1216	0.3367623587
1217	0.3366863037
1218	0.3366328222
1219	0.3365151311
1220	0.336459019
1221	0.3363149595
1222	0.3360465019
1223	0.3358679331
1224	0.3356854956
1225	0.3356185377
1226	0.3355543178
1227	0.3354115333
1228	0.3353179979
1229	0.3351551686
1230	0.3350453669
1231	0.3349705287
1232	0.3349041599
1233	0.3347882674
1234	0.3346352176
1235	0.3345845758
1236	0.3344536822
1237	0.3342313813
1238	0.3340973839
1239	0.3339666988
1240	0.3338411416
1241	0.3337022058
1242	0.3335081737
1243	0.3332955379
1244	0.333261515
1245	0.3332089018
1246	0.3330793068
1247	0.3329640099
1248	0.3328856674
1249	0.3328469205
1250	0.3327974239
1251	0.332728659
1252	0.3326281981
1253	0.3325929208
1254	0.3324897324
1255	0.3323418266
1256	0.3322447026
1257	0.3321343373
1258	0.3319554044
1259	0.3319036325
1260	0.3317487719
1261	0.3315759458
1262	0.3314475195
1263	0.3312299693
1264	0.3311249043
1265	0.331123112
1266	0.3310327915
1267	0.3308933936
1268	0.3307342587
1269	0.3305310324
1270	0.3303777953
1271	0.3302721308
1272	0.3300551682
1273	0.3298434776
1274	0.3297698798
1275	0.3296760736
1276	0.3294726698
1277	0.3292769944
1278	0.3292051924
1279	0.3291156794
1280	0.3290895685
1281	0.3290327502
1282	0.3289046876
1283	0.328648376
1284	0.3286213914
1285	0.3285925531
1286	0.3284341396
1287	0.3282494595
1288	0.3280887502
1289	0.327887605
1290	0.3277319274
1291	0.3276905786
1292	0.3276069519
1293	0.3274648805
1294	0.3271750282
1295	0.3271273321
1296	0.3270612367
1297	0.3270277455
1298	0.3269353746
1299	0.3268399175
1300	0.3267610025
1301	0.3266754672
1302	0.3266181232
1303	0.3265451479
1304	0.3264255053
1305	0.3263838373
1306	0.3263486925
1307	0.3262885071
1308	0.3261902753
1309	0.3260621726
1310	0.3258823341
1311	0.325800836
1312	0.3255763285
1313	0.3254922506
1314	0.3253241023
1315	0.3252780934
1316	0.3251921734
1317	0.3251547089
1318	0.3250269762
1319	0.32493219
1320	0.3248532776
1321	0.3247734536
1322	0.3245549932
1323	0.3244420815
1324	0.3243462454
1325	0.324174245
1326	0.3241320016
1327	0.3241079271
1328	0.3240049534
1329	0.3238903467
1330	0.3236389639
1331	0.3235215601
1332	0.32347346
1333	0.3232956277
1334	0.3232528949
1335	0.3231862487
1336	0.3230263575
1337	0.3229411924
1338	0.3228764587
1339	0.3228642688
1340	0.322776372
1341	0.3226303455
1342	0.3225553824
1343	0.3225036797
1344	0.3223957799
1345	0.3223376084
1346	0.3221045173
1347	0.3219383085
1348	0.3218461679
1349	0.321821124
1350	0.3218005266
1351	0.3216974802
1352	0.3214962139
1353	0.3214283758
1354	0.3213615755
1355	0.321333962
1356	0.3212925516
1357	0.3212501955
1358	0.3211508858
1359	0.3209470698
1360	0.3208115958
1361	0.3207464367
1362	0.3206408223
1363	0.3205510699
1364	0.3204876429
1365	0.3204131646
1366	0.3201683649
1367	0.3199008593
1368	0.3197411357
1369	0.319606224
1370	0.3195334729
1371	0.3193741554
1372	0.3192009713
1373	0.3190249108
1374	0.3189207379
1375	0.3188473596
1376	0.3188313217
1377	0.318666603
1378	0.3184897443
1379	0.318325448
1380	0.3181809386
1381	0.3181330187
1382	0.3180826643
1383	0.3180322711
1384	0.3179202827
1385	0.3178285139
1386	0.3176534365
1387	0.3175250228
1388	0.317402197
1389	0.3173725797
1390	0.3172825257
1391	0.3172293532
1392	0.3171302379
1393	0.3170502242
1394	0.3169787718
1395	0.3168068236
1396	0.3167571927
1397	0.3166728057
1398	0.3165959854
1399	0.3165725051
1400	0.3164738376
1401	0.316364976
1402	0.3163171467
1403	0.3161519395
1404	0.316102068
1405	0.3160410468
1406	0.3160373684
1407	0.3159183668
1408	0.3158117538
1409	0.3157937474
1410	0.3157690439
1411	0.315687441
1412	0.3155401438
1413	0.3154545669
1414	0.315338023
1415	0.3151571518
1416	0.315099472
1417	0.3150136521
1418	0.3149128019
1419	0.3148005065
1420	0.3146961655
1421	0.3145464086
1422	0.3144618825
1423	0.3144152845
1424	0.3143671652
1425	0.3143040748
1426	0.3142564767
1427	0.3140902905
1428	0.3139609729
1429	0.3139182937
1430	0.3138562703
1431	0.3137473008
1432	0.3137211774
1433	0.3136916509
1434	0.3136080302
1435	0.3133723434
1436	0.3132633638
1437	0.3132063982
1438	0.313186572
1439	0.3131169807
1440	0.3129957525
1441	0.3129240815
1442	0.3128433035
1443	0.3128134645
1444	0.3127563878
1445	0.3126724568
1446	0.3126647321
1447	0.3124855407
1448	0.3124186829
1449	0.3123852346
1450	0.3123278806
1451	0.3121942708
1452	0.3121021843
1453	0.3119958372
1454	0.3117554677
1455	0.3116496467
1456	0.3115947083
1457	0.3114759222
1458	0.31145718
1459	0.3112925269
1460	0.3112404187
1461	0.3111391013
1462	0.3109304256
1463	0.3108141815
1464	0.3107195907
1465	0.3106474946
1466	0.3105623098
1467	0.3104844616
1468	0.3103826606
1469	0.3103060929
1470	0.3102473464
1471	0.3101920663
1472	0.3101446279
1473	0.3100724431
1474	0.3099364004
1475	0.3099293787
1476	0.3098554236
1477	0.3097780543
1478	0.3096331689
1479	0.3094940433
1480	0.3094105262
1481	0.3093623953
1482	0.3092936177
1483	0.3091200921
1484	0.3089857725
1485	0.3089744545
1486	0.3089464007
1487	0.3089227651
1488	0.3088549143
1489	0.308738839
1490	0.308664774
1491	0.3086296709
1492	0.3085300902
1493	0.308424943
1494	0.3083930909
1495	0.3082708299
1496	0.3082386332
1497	0.3081909086
1498	0.3081529689
1499	0.3080759745
1500	0.3078648617
1501	0.3077787535
1502	0.3077250944
1503	0.3075709131
1504	0.3074689041
1505	0.3073564353
1506	0.3071614728
1507	0.3070954806
1508	0.3070277438
1509	0.3068792142
1510	0.3068727771
1511	0.3067500167
1512	0.3066915561
1513	0.3066230948
1514	0.3065298312
1515	0.3064419546
1516	0.3062976093
1517	0.3062232523
1518	0.3061169626
1519	0.3059088552
1520	0.3057709875
1521	0.3056107421
1522	0.3055491107
1523	0.3054812576
1524	0.3054058183
1525	0.3053681381
1526	0.3052255919
1527	0.3050992747
1528	0.3050171692
1529	0.3049967108
1530	0.3048897636
1531	0.3048320252
1532	0.3047914869
1533	0.3046989068
1534	0.304524579
