iter	MAE
1535	0.3044047138
1536	0.3043963386
1537	0.304215562
1538	0.3040675338
1539	0.3040059572
1540	0.3040041677
1541	0.3038391078
1542	0.3038061328
1543	0.3037488032
1544	0.3037287352
1545	0.3036526861
1546	0.3035548021
1547	0.3035207362
1548	0.3034857961
1549	0.3033870456
1550	0.3032891825
1551	0.3032395293
1552	0.3031005368
1553	0.3030244987
1554	0.3029846282
1555	0.3028564503
1556	0.3027937947
1557	0.3026217293
1558	0.3025849736
1559	0.3025776495
1560	0.3024275807
1561	0.3023850391
1562	0.3023394386
1563	0.3022893424
1564	0.3021907585
1565	0.3020315502
1566	0.3019588822
1567	0.3019203664
1568	0.301836004
1569	0.3017043231
1570	0.301588514
1571	0.301530547
1572	0.3013924946
1573	0.3013611732
1574	0.3013376873
1575	0.3012416613
1576	0.301180159
1577	0.3010212907
1578	0.3009622558
1579	0.3009399919
1580	0.3008946563
1581	0.3008258588
1582	0.3007374856
1583	0.3006339163
1584	0.3005423454
1585	0.3005049145
1586	0.3004791257
1587	0.3004018806
1588	0.3003746189
1589	0.3001359578
1590	0.3001310983
1591	0.3000765733
1592	0.3000273656
1593	0.2999146407
1594	0.2998290697
1595	0.2997855688
1596	0.2997473054
1597	0.2996641057
1598	0.2996367139
1599	0.2995024815
1600	0.299453418
1601	0.299324705
1602	0.2993083872
1603	0.2992454315
1604	0.2990765782
1605	0.299060617
1606	0.2989754937
1607	0.2989206296
1608	0.298887936
1609	0.2987265159
1610	0.2986633238
1611	0.2986008048
1612	0.2984849534
1613	0.2984102984
1614	0.2983376896
1615	0.2982715406
1616	0.2981871628
1617	0.2980833963
1618	0.2980652134
1619	0.2979957921
1620	0.2979016361
1621	0.2978345447
1622	0.2977698272
1623	0.2977246991
1624	0.2976825844
1625	0.297655109
1626	0.2976287228
1627	0.2975152449
1628	0.2974701366
1629	0.2974019606
1630	0.2973698632
1631	0.2972972262
1632	0.2971339421
1633	0.2970420152
1634	0.2969701304
1635	0.2969440926
1636	0.2968671436
1637	0.296821474
1638	0.2967788967
1639	0.2967300489
1640	0.2966850493
1641	0.29666792
1642	0.2966228632
1643	0.2965496172
1644	0.2965157799
1645	0.2964085054
1646	0.2961829514
1647	0.2961273366
1648	0.2961042686
1649	0.2960727067
1650	0.2960553295
1651	0.2959903763
1652	0.2959098106
1653	0.2958170101
1654	0.2957075289
1655	0.2956139151
1656	0.2955699099
1657	0.2954932559
1658	0.2954570173
1659	0.2954107842
1660	0.2953555705
1661	0.2953240994
1662	0.2952718448
1663	0.2952502397
1664	0.295248419
1665	0.2951672434
1666	0.2950551385
1667	0.2949980014
1668	0.2948210552
1669	0.29474588
1670	0.2946744574
1671	0.2946489793
1672	0.2944475388
1673	0.2943828177
1674	0.2942943207
1675	0.2942201756
1676	0.2941837846
1677	0.2941237028
1678	0.2940098752
1679	0.2939377304
1680	0.2938623536
1681	0.2938434045
1682	0.2938018914
1683	0.2937934555
1684	0.2937552766
1685	0.2937388621
1686	0.2936475596
1687	0.2935948376
1688	0.2935716099
1689	0.2935166998
1690	0.2933545116
1691	0.293289791
1692	0.2932797093
1693	0.2932446982
1694	0.2931068572
1695	0.2930704683
1696	0.2930197243
1697	0.2929845288
1698	0.2929741321
1699	0.2929301227
1700	0.2928882316
1701	0.292821427
1702	0.292769712
1703	0.2927498484
1704	0.292739132
1705	0.2927275289
1706	0.2926927073
1707	0.2926546519
1708	0.2925776409
1709	0.2925646252
1710	0.2925456944
1711	0.2925009386
1712	0.2924950284
1713	0.292472236
1714	0.2924458078
1715	0.2924325499
1716	0.2923631807
1717	0.2923354768
1718	0.2923138174
1719	0.2922754039
1720	0.2922257791
1721	0.2921678161
1722	0.2921259987
1723	0.2920616182
1724	0.2920543786
1725	0.2919701792
1726	0.2918882109
1727	0.2918572136
1728	0.2918557671
1729	0.2918065354
1730	0.2917915232
1731	0.2917744985
1732	0.2917678399
1733	0.2916780354
1734	0.2915746608
1735	0.2914755823
1736	0.291465969
1737	0.2913399859
1738	0.2913052757
1739	0.2911908254
1740	0.2911471086
1741	0.2910563019
1742	0.2909347342
1743	0.2909104155
1744	0.2907991991
1745	0.2907327687
1746	0.2906825134
1747	0.290621251
1748	0.2905041849
1749	0.2903836613
1750	0.2903439696
1751	0.2903040411
1752	0.2902417132
1753	0.2901464866
1754	0.290132356
1755	0.2899582904
1756	0.2899158383
1757	0.2898808768
1758	0.2897532588
1759	0.2897050092
1760	0.2895309099
1761	0.2894888565
1762	0.2894839419
1763	0.2893762979
1764	0.289297524
1765	0.2892786833
1766	0.2891891435
1767	0.2891627024
1768	0.2891323312
1769	0.2891114771
1770	0.2890214875
1771	0.2888860294
1772	0.2888684561
1773	0.2887070892
1774	0.2886408475
1775	0.2885664281
1776	0.2884989928
1777	0.2884874882
1778	0.2884403183
1779	0.2883101722
1780	0.2882452003
1781	0.2881738727
1782	0.2881701998
1783	0.2881463029
1784	0.288092674
1785	0.2879186993
1786	0.2878919441
1787	0.2878573931
1788	0.2877679908
1789	0.2876923287
1790	0.2876218546
1791	0.2875686556
1792	0.287486497
1793	0.2874791285
1794	0.2874111335
1795	0.2873687785
1796	0.287232077
1797	0.2871365228
1798	0.2870621083
1799	0.2870200413
1800	0.2869569584
1801	0.2869474859
1802	0.2868301337
1803	0.2867985119
1804	0.2867622925
1805	0.2866584087
1806	0.2866562161
1807	0.2865859579
1808	0.2865368921
1809	0.2864815641
1810	0.2864165544
1811	0.2863918697
1812	0.2863458721
1813	0.2862203268
1814	0.2861758438
1815	0.2859611169
1816	0.2859078554
1817	0.285726379
1818	0.2857219249
1819	0.2857050126
1820	0.28570036
1821	0.2856696673
1822	0.285634933
1823	0.2855957995
1824	0.285579415
1825	0.2855192298
1826	0.2854530563
1827	0.2854196491
1828	0.285387672
1829	0.2853543882
1830	0.2853357508
1831	0.2853331024
1832	0.2852307338
1833	0.2851256536
1834	0.2850662347
1835	0.2849825055
1836	0.2849757036
1837	0.2849437086
1838	0.2848991698
1839	0.2848063098
1840	0.2847462435
1841	0.2846747712
1842	0.2845339684
1843	0.2845287556
1844	0.2843999195
1845	0.284386028
1846	0.2843807274
1847	0.2842984971
1848	0.2842591364
1849	0.2842414006
1850	0.2841565908
1851	0.2841533113
1852	0.2839915622
1853	0.2839501084
1854	0.2839371966
1855	0.2839248662
1856	0.2839114716
1857	0.2838715699
1858	0.2838458689
1859	0.2837896897
1860	0.2837546098
1861	0.2836505417
1862	0.2836276466
1863	0.2836138207
1864	0.2835728748
1865	0.2835014842
1866	0.283367627
1867	0.283327547
1868	0.2832767383
1869	0.2832528215
1870	0.2832105451
1871	0.2831406336
1872	0.2831140092
1873	0.2830988398
1874	0.2828616796
1875	0.2828534483
1876	0.2827967734
1877	0.2827589865
1878	0.2826724056
1879	0.2826507046
1880	0.282629245
1881	0.2826164026
1882	0.2825518232
1883	0.2825029202
1884	0.2824855829
1885	0.2824261109
1886	0.2824067823
1887	0.2823771368
1888	0.2823064857
1889	0.2822721664
1890	0.282176304
1891	0.282160679
1892	0.2821218904
1893	0.2820586072
1894	0.2820273117
1895	0.2819239241
1896	0.281892478
1897	0.2818325973
1898	0.2817750957
1899	0.2817612304
1900	0.2817414845
1901	0.281729287
1902	0.2817030683
1903	0.2816375805
1904	0.2815623018
1905	0.2815387168
1906	0.2815375668
1907	0.2814860374
1908	0.2814249058
1909	0.2814070047
1910	0.2813888833
1911	0.2813348601
1912	0.2813341551
1913	0.2813223941
1914	0.2812563968
1915	0.2812393149
1916	0.2812028744
1917	0.2811791723
1918	0.2811130571
1919	0.2810732478
1920	0.2810575677
1921	0.2809831563
1922	0.2809461411
1923	0.2809442431
1924	0.280849992
1925	0.2808117275
1926	0.2807533577
1927	0.2807195425
1928	0.2807108391
1929	0.2806939094
1930	0.2806427651
1931	0.2805638129
1932	0.2805234695
1933	0.2804998186
1934	0.2804074377
1935	0.2803801163
1936	0.2803217506
1937	0.28029652
1938	0.280208144
1939	0.2801506175
1940	0.2800669822
1941	0.2800470109
1942	0.2799857266
1943	0.2799528905
1944	0.2799388522
1945	0.2799178328
1946	0.279861724
1947	0.2798401603
1948	0.2798050302
1949	0.2797809153
1950	0.2796632369
1951	0.2796244833
1952	0.2796151788
1953	0.2795837894
1954	0.2795528198
1955	0.2795269555
1956	0.2794672044
1957	0.2794139349
1958	0.2793630121
1959	0.2792940793
1960	0.2792770626
1961	0.2792747137
1962	0.2792474202
1963	0.279166054
1964	0.2791328217
1965	0.2790778574
1966	0.2790460165
1967	0.2789938092
1968	0.2789228271
1969	0.2789097688
1970	0.2789082809
1971	0.2788865257
1972	0.2788815959
1973	0.2787710332
1974	0.2787621025
1975	0.2787264987
1976	0.2787214526
1977	0.2786819225
1978	0.278651219
1979	0.2785852492
1980	0.2785676442
1981	0.2785429226
1982	0.2785207439
1983	0.2784672007
1984	0.2784073142
1985	0.2783985966
1986	0.2783595608
1987	0.2783371993
1988	0.2782507167
1989	0.2782484844
1990	0.278174045
1991	0.2781723617
1992	0.2781528882
1993	0.2781011679
1994	0.2780702114
1995	0.2780579641
1996	0.2780437159
1997	0.2780072453
1998	0.2779450452
1999	0.2778676365
2000	0.2777992031
2001	0.2777245906
2002	0.2776928367
2003	0.2776507305
2004	0.2776209265
2005	0.2775408018
2006	0.2775092958
2007	0.2774590377
2008	0.2773918313
2009	0.2773463987
2010	0.2773071514
2011	0.2772916111
2012	0.2772700337
2013	0.277227876
2014	0.2771936331
2015	0.2771067605
2016	0.2770197845
2017	0.2769810481
2018	0.2769495934
2019	0.2769362581
2020	0.2768236811
2021	0.2768079202
2022	0.2767489881
2023	0.2767381182
2024	0.2766557433
2025	0.2766438728
2026	0.2766029805
2027	0.27653985
2028	0.276501056
2029	0.2764780815
2030	0.27645588
2031	0.2763958693
2032	0.2762906452
2033	0.2762239226
2034	0.2761706496
2035	0.2761312277
2036	0.2761263693
2037	0.2761052591
2038	0.2760827973
2039	0.2760087689
2040	0.2759910529
2041	0.2759276279
2042	0.2759222434
2043	0.2758167137
2044	0.2757771538
2045	0.2757668928
2046	0.2757585231
2047	0.2757423002
2048	0.2757103427
2049	0.2756880841
2050	0.275585166
2051	0.2755252288
2052	0.275517406
2053	0.2754216452
2054	0.2753856124
2055	0.2752574942
2056	0.275146215
2057	0.2750992399
2058	0.2749802665
2059	0.2749088494
2060	0.2748819615
2061	0.2748440451
2062	0.2748083489
2063	0.2747818322
2064	0.2747170721
2065	0.2747060063
2066	0.2746734772
2067	0.274650992
2068	0.2746255146
2069	0.274602106
2070	0.2745866048
2071	0.2745063154
2072	0.274428804
2073	0.2744095411
2074	0.2743887964
2075	0.2743797884
2076	0.2743554418
2077	0.2743483892
2078	0.2743363969
2079	0.2743259103
2080	0.2742861378
2081	0.2742339554
2082	0.2741753431
2083	0.2741391099
2084	0.2741200838
2085	0.2740713475
2086	0.2740261762
2087	0.2739878285
2088	0.2739426426
2089	0.2739329944
2090	0.2739289988
2091	0.2738929933
2092	0.2738694349
2093	0.2738158278
2094	0.2738053695
2095	0.2737975906
2096	0.2737789077
2097	0.2737701506
2098	0.2737319462
2099	0.2736978722
2100	0.2736510084
2101	0.2736203238
2102	0.2736112817
2103	0.2735876038
2104	0.2733909036
2105	0.2732828147
2106	0.2732777473
2107	0.2732331146
2108	0.2731778366
2109	0.2731376658
2110	0.2730889976
2111	0.2730626231
2112	0.273004043
2113	0.2729699847
2114	0.2729432083
2115	0.2728828805
2116	0.2728485615
2117	0.2727395207
2118	0.2726684377
2119	0.2726346507
2120	0.2726231641
2121	0.2725561076
2122	0.2725338242
2123	0.2725113907
2124	0.2724329564
2125	0.2724146111
2126	0.2723918073
2127	0.2723830022
2128	0.2723359284
2129	0.2722544191
2130	0.272239646
2131	0.2721146533
2132	0.2720811053
2133	0.2720458431
2134	0.2719299817
2135	0.2718239445
2136	0.2718002678
2137	0.271754105
2138	0.2717147011
2139	0.2716701894
2140	0.271633547
2141	0.2715650032
2142	0.2715341057
2143	0.2714709684
2144	0.2713968642
2145	0.2713806901
2146	0.2712505949
2147	0.2712434034
2148	0.2712402938
2149	0.2711909855
2150	0.2711045382
2151	0.2710757767
2152	0.271030618
2153	0.2709894674
2154	0.2709262419
2155	0.2709158242
2156	0.2708711422
2157	0.2708438295
2158	0.2708287553
2159	0.2707875615
2160	0.2707434149
2161	0.2706941549
2162	0.2706750718
2163	0.2706346095
2164	0.2706275019
2165	0.2706077282
2166	0.2705942681
2167	0.2705184521
2168	0.2705048294
2169	0.2704936139
2170	0.270483095
2171	0.2704486529
2172	0.2704106846
2173	0.2703328515
2174	0.2702417485
2175	0.2702180319
2176	0.2701936709
2177	0.2701256724
2178	0.2700902726
2179	0.270082926
2180	0.2700461803
2181	0.2700390897
2182	0.2700027944
2183	0.269994967
2184	0.269958508
2185	0.269928804
2186	0.2698930651
2187	0.2698638519
2188	0.2698139455
2189	0.2697667781
2190	0.2696817907
2191	0.2696098951
2192	0.2695115227
2193	0.2694895814
2194	0.2694638371
2195	0.269431425
2196	0.2694178374
2197	0.2693786723
2198	0.2693736184
2199	0.2693490253
2200	0.2692907963
2201	0.2691590639
2202	0.2690573353
2203	0.2688939405
2204	0.2688837464
2205	0.2688747688
2206	0.2688367371
2207	0.2687908401
2208	0.2687563526
2209	0.2685983214
2210	0.2685865892
2211	0.2685493469
2212	0.2684790574
2213	0.2684340671
2214	0.268415105
2215	0.2683784785
2216	0.2682966979
2217	0.2682653112
2218	0.2682377184
2219	0.2682305195
2220	0.2682260789
2221	0.268198514
2222	0.2681662246
2223	0.2681546895
2224	0.2681091448
2225	0.2680276207
2226	0.2679741352
2227	0.2679063106
2228	0.2678542216
2229	0.2678216458
2230	0.2677777888
2231	0.2677515058
2232	0.2676764179
2233	0.267667813
2234	0.2676038387
2235	0.2675142678
2236	0.2674907275
2237	0.2674508801
2238	0.2674017674
2239	0.2673518022
2240	0.2673080519
2241	0.2671862859
2242	0.2671762861
2243	0.2671112805
2244	0.2670842835
2245	0.2670526769
2246	0.2669364714
2247	0.2668599701
2248	0.2668383422
2249	0.2668103203
2250	0.2667975608
2251	0.2667666095
2252	0.2667442335
2253	0.2667057529
2254	0.2666729186
2255	0.2666335143
2256	0.2665798944
2257	0.2665327709
2258	0.2665187096
2259	0.2664853841
2260	0.2664507629
2261	0.2664461897
2262	0.2663283638
2263	0.2662491455
2264	0.2661694455
2265	0.2661443555
2266	0.26608183
2267	0.2660635897
2268	0.2660386957
2269	0.2659988811
2270	0.2659531726
2271	0.2658878156
2272	0.2658530266
2273	0.2657994658
2274	0.2657319383
2275	0.2656860925
2276	0.26565514
2277	0.2656416891
2278	0.2655813873
2279	0.265543526
2280	0.2654808767
2281	0.2654747954
2282	0.2654416848
2283	0.2653692608
2284	0.2653539642
2285	0.2653037803
2286	0.2652955058
2287	0.2652510737
2288	0.2652026854
2289	0.2651700645
2290	0.2650815865
2291	0.2650758367
2292	0.2650551569
2293	0.2650266912
2294	0.2649825171
2295	0.2649529561
2296	0.2649457954
2297	0.2649197612
2298	0.2648928634
2299	0.2648374978
2300	0.2647860024
2301	0.2647792865
2302	0.2647443515
2303	0.264690378
2304	0.2646896176
2305	0.2646752785
2306	0.26460984
2307	0.2644906469
2308	0.2644229936
2309	0.264412498
2310	0.2643921501
2311	0.2643767454
2312	0.2643390577
2313	0.2642948691
2314	0.264270262
2315	0.264249866
2316	0.2641546365
2317	0.2640672386
2318	0.2639985749
2319	0.2639666082
2320	0.2639373554
2321	0.2639211862
2322	0.263891461
2323	0.2638633226
2324	0.2638088162
2325	0.2636694145
2326	0.2635827193
2327	0.2635668182
2328	0.2635569898
2329	0.2635004029
2330	0.2634586529
2331	0.2634362912
2332	0.2633880945
2333	0.2633801405
2334	0.2633375269
2335	0.2633362662
2336	0.2632952179
2337	0.2632716128
2338	0.2632672688
2339	0.2632283066
2340	0.2632133358
2341	0.2631841052
2342	0.2630802072
2343	0.2630257343
2344	0.2629811568
2345	0.2629405608
2346	0.2629165321
2347	0.2628947872
2348	0.2628271834
2349	0.262808264
2350	0.2627939589
2351	0.2627795995
2352	0.2627667451
2353	0.2627442895
2354	0.2626956059
2355	0.2626904089
2356	0.2626575878
2357	0.2626412287
2358	0.2626147939
2359	0.2625814801
2360	0.2625681285
2361	0.2625569396
2362	0.2625404794
2363	0.2625350633
2364	0.2625104985
2365	0.2624875743
2366	0.2624506674
2367	0.2624205977
2368	0.262407148
2369	0.2623770806
2370	0.2622908668
2371	0.2622081041
2372	0.2621845771
2373	0.2621608349
2374	0.2621215391
2375	0.2620890655
2376	0.2620809431
2377	0.2620488578
2378	0.2619780426
2379	0.261947782
2380	0.2618121898
2381	0.261773857
2382	0.2617174477
2383	0.261708927
2384	0.2615635634
2385	0.2615571996
2386	0.2615481484
2387	0.2615268618
2388	0.2614382095
2389	0.2613772981
2390	0.2613636276
2391	0.261326754
2392	0.261323314
2393	0.2612841164
2394	0.261180807
2395	0.2611732553
2396	0.2611671439
2397	0.2611600532
2398	0.2611513595
2399	0.2610377302
2400	0.2610033611
2401	0.2609982639
2402	0.2609918725
2403	0.2609007767
2404	0.2608637666
2405	0.2608464696
2406	0.2607655645
2407	0.2607518226
2408	0.2606890684
2409	0.2606132923
2410	0.2605129231
2411	0.2604239074
2412	0.2603955785
2413	0.2603520705
2414	0.2602823187
2415	0.2602707759
2416	0.2602431992
2417	0.2602269435
2418	0.260212899
2419	0.26018421
2420	0.2601449636
2421	0.2601268787
2422	0.2600622733
2423	0.2600486096
2424	0.2600004464
2425	0.2599436966
2426	0.2599141062
2427	0.2599135956
2428	0.2598368043
2429	0.2598316508
2430	0.2597712288
2431	0.2597373935
2432	0.2597213924
2433	0.2596655113
2434	0.2596270687
2435	0.2596167312
2436	0.2595674142
2437	0.259539929
2438	0.2595050158
2439	0.2594727355
2440	0.2594336625
2441	0.259409491
2442	0.2593970242
2443	0.2593936761
2444	0.2593821334
2445	0.2593309754
2446	0.2593155037
2447	0.2592961849
2448	0.2592727793
2449	0.2592269212
2450	0.2592091712
2451	0.2592077526
2452	0.2592056031
2453	0.2591946577
2454	0.2591564344
2455	0.2591542232
2456	0.2591276091
2457	0.2590316234
2458	0.2590062837
2459	0.2589305394
2460	0.2589301165
2461	0.2588763125
2462	0.2588707654
2463	0.2588349612
2464	0.2588276048
2465	0.2588168243
2466	0.2587805259
2467	0.2587794135
2468	0.2587678438
2469	0.2587420687
2470	0.2587231584
2471	0.2587054435
2472	0.2586960453
2473	0.2586855547
2474	0.2586604104
2475	0.2586231901
2476	0.2586157589
2477	0.2585757958
2478	0.2585662074
2479	0.2584716828
2480	0.2584567539
2481	0.2584343307
2482	0.2583655181
2483	0.2583004815
2484	0.2582656578
2485	0.2582461894
2486	0.2581540715
2487	0.2581382158
2488	0.2581366616
2489	0.2581098721
2490	0.2580150499
2491	0.2579852458
2492	0.257940275
2493	0.2579261438
2494	0.2579104426
2495	0.2579095314
2496	0.2579017219
2497	0.2578970039
2498	0.2578962115
2499	0.2578953952
2500	0.2578468854
2501	0.2578449253
2502	0.2577783375
2503	0.2576943215
2504	0.2576726796
2505	0.257636745
2506	0.2575931362
2507	0.2575671479
2508	0.2575607213
2509	0.2574649905
2510	0.2574621649
2511	0.2574084048
2512	0.2574023881
2513	0.2573786317
2514	0.2573760702
2515	0.2573603762
2516	0.2573450469
2517	0.2573346434
2518	0.2572889649
2519	0.2572254668
2520	0.2572247208
2521	0.257179023
2522	0.2571782535
2523	0.257158694
2524	0.2571448998
2525	0.257126205
2526	0.2571223814
2527	0.2570997101
2528	0.2570673286
2529	0.2570631745
2530	0.2570129454
2531	0.2569911494
2532	0.25698022
2533	0.2569739546
2534	0.2569454319
2535	0.2569354374
2536	0.2569218447
2537	0.2568694797
2538	0.2568209895
2539	0.2567928518
2540	0.2567895126
2541	0.2567311609
2542	0.2567031528
2543	0.2566868385
2544	0.2566851129
2545	0.2566470611
2546	0.2566368718
2547	0.2566256401
2548	0.2566058686
2549	0.2565930111
2550	0.2565494562
2551	0.2565211495
2552	0.2565022027
2553	0.2564650325
2554	0.2564546303
2555	0.2564543908
2556	0.2563786191
2557	0.2563778292
2558	0.2563537121
2559	0.2563370021
2560	0.2563169574
2561	0.256270495
2562	0.2562689056
2563	0.2562131371
2564	0.2562092523
2565	0.2561767735
2566	0.2561409027
2567	0.256130736
2568	0.2561141556
2569	0.2560933563
2570	0.2560455454
2571	0.2560354213
2572	0.2560226257
2573	0.2559970088
2574	0.2559805865
2575	0.2559638205
2576	0.2559501781
2577	0.2559187746
2578	0.2558897063
2579	0.2558775328
2580	0.255859914
2581	0.2558508133
2582	0.2557757404
2583	0.2557632302
2584	0.2557498235
2585	0.2557482141
2586	0.2557177462
2587	0.2557019787
2588	0.2556995962
2589	0.2556516456
2590	0.2556397672
2591	0.2555943527
2592	0.2555837386
2593	0.2555571563
2594	0.2555392781
2595	0.255493183
2596	0.255482702
2597	0.2554694332
2598	0.2554654645
2599	0.2554423304
2600	0.2554111312
2601	0.2553929834
2602	0.2553908683
2603	0.2553769388
2604	0.2553612837
2605	0.2552833405
2606	0.255270798
2607	0.2551771618
2608	0.2551610816
2609	0.25510555
2610	0.2550970373
2611	0.2550328524
2612	0.2550256069
2613	0.2550214173
2614	0.2549941537
2615	0.2549135429
2616	0.2548426167
2617	0.254834034
2618	0.2547945523
2619	0.254780793
2620	0.2547656949
2621	0.2547535414
2622	0.2547296888
2623	0.2547214603
2624	0.254717566
2625	0.2547043353
2626	0.2547010912
2627	0.2546900578
2628	0.2546787872
2629	0.2546645457
2630	0.2546532791
2631	0.2546007153
2632	0.2545909645
2633	0.2545845282
2634	0.2545657002
2635	0.2545092389
2636	0.2544872808
2637	0.2544821669
2638	0.2544806127
2639	0.2544235014
2640	0.2544084823
2641	0.2543757852
2642	0.2543362049
2643	0.2543198855
2644	0.2543108204
2645	0.2542809041
2646	0.2542393614
2647	0.2542272268
2648	0.2542251902
2649	0.2541828689
2650	0.2541637113
2651	0.254161757
2652	0.2541588708
2653	0.254124603
2654	0.2540282841
2655	0.2540124487
2656	0.253993648
2657	0.2539772047
2658	0.2539726565
2659	0.2539107458
2660	0.253902747
2661	0.2538918381
2662	0.2538827887
2663	0.253876141
2664	0.2538418817
2665	0.2538299136
2666	0.253796921
2667	0.2537143466
2668	0.2536856123
2669	0.2536335801
2670	0.2536069332
2671	0.2535776516
2672	0.2535751731
2673	0.2535503131
2674	0.2534752619
2675	0.2533824432
2676	0.2533244109
2677	0.2533158617
2678	0.2533122948
2679	0.2532768003
2680	0.2532693432
2681	0.2532535727
2682	0.253219437
2683	0.2531640852
2684	0.2531631682
2685	0.253146938
2686	0.2530624294
2687	0.253041215
2688	0.2530404238
2689	0.2529405016
2690	0.2529367479
2691	0.252927295
2692	0.2528495229
2693	0.2528457805
2694	0.2528311393
2695	0.2528281722
2696	0.2528278859
2697	0.2528199255
2698	0.2527962297
2699	0.2527956605
2700	0.2527774433
2701	0.2527653723
2702	0.2527472168
2703	0.2527467328
2704	0.2527326694
2705	0.2527210723
2706	0.252709583
2707	0.252706233
2708	0.2527049806
2709	0.2526830722
2710	0.2526715169
2711	0.2526598092
2712	0.2526474214
2713	0.2526369403
2714	0.2526183296
2715	0.2526177109
2716	0.2525729912
2717	0.2525543841
2718	0.2525170365
2719	0.2524893202
2720	0.2524821247
2721	0.2524754746
2722	0.252428653
2723	0.2524220771
2724	0.2523787261
2725	0.252315459
2726	0.2523088471
2727	0.2523013228
2728	0.2522770596
2729	0.2522595483
2730	0.2522428419
2731	0.2522164666
2732	0.2521456274
2733	0.2521376806
2734	0.252135987
2735	0.2520764419
2736	0.2520761955
2737	0.252075773
2738	0.2520566009
2739	0.2519525282
2740	0.2519135533
2741	0.2519051104
2742	0.2518715593
2743	0.251842302
2744	0.2518236299
2745	0.2518190147
2746	0.2518161308
2747	0.2517769328
2748	0.2517751994
2749	0.2517689529
2750	0.2517662351
2751	0.251741371
2752	0.2517260567
2753	0.2517175933
2754	0.2516810556
2755	0.2516609571
2756	0.2515490664
2757	0.2515104159
2758	0.2514938279
2759	0.2514895028
2760	0.2514869723
2761	0.2514641843
2762	0.2514490488
2763	0.2514267806
2764	0.2513820616
2765	0.2513782902
2766	0.2513772161
2767	0.2513266601
2768	0.2513181959
2769	0.2512259748
2770	0.2512009721
2771	0.2511688592
2772	0.2511172119
2773	0.2510933203
2774	0.2510711073
2775	0.2510153631
2776	0.2509780405
2777	0.2509534995
2778	0.2509098182
2779	0.2508928263
2780	0.2508487626
2781	0.2508094583
2782	0.2507889315
2783	0.2507622571
2784	0.2507507229
2785	0.2507117252
2786	0.2506848078
2787	0.250661675
2788	0.2506446619
2789	0.2506147058
2790	0.2506108932
2791	0.2505593656
2792	0.2505585084
2793	0.2504898895
2794	0.2504080767
2795	0.2503524057
2796	0.2503514291
2797	0.2503318803
2798	0.2502944528
2799	0.2502622109
2800	0.2502355004
2801	0.2502270568
2802	0.2502041676
2803	0.2501784346
2804	0.25013257
2805	0.2501234822
2806	0.2501016819
2807	0.250057535
2808	0.2500413096
2809	0.2500024897
2810	0.2499958453
2811	0.2499936366
2812	0.2499787961
2813	0.2499685571
2814	0.2499614887
2815	0.2499070695
2816	0.2499035495
2817	0.2499025306
2818	0.2498256982
2819	0.2498017337
2820	0.2497961184
2821	0.2497613667
2822	0.2497534583
2823	0.2497440083
2824	0.2497410421
2825	0.2497365054
2826	0.2497230897
2827	0.2496990565
2828	0.2496873229
2829	0.2496732193
2830	0.2496646097
2831	0.249635306
2832	0.2496007344
2833	0.2495975644
2834	0.2495049235
2835	0.2494913907
2836	0.2494843352
2837	0.2494831705
2838	0.2494615042
2839	0.249440875
2840	0.2493570654
2841	0.2492963485
2842	0.2492266822
2843	0.2492249381
2844	0.2492002294
2845	0.2491944383
2846	0.2491336391
2847	0.2491053918
2848	0.2490867031
2849	0.2490775397
2850	0.2490692208
2851	0.2490458825
2852	0.2490142678
2853	0.2489751696
2854	0.2489409653
2855	0.2489114225
2856	0.2488903167
2857	0.2488862689
2858	0.2488815601
2859	0.2488803444
2860	0.2488487974
2861	0.2488358091
2862	0.2488330943
2863	0.2488300062
2864	0.2488013228
2865	0.2487224204
2866	0.248704022
2867	0.2486450397
2868	0.2485955313
2869	0.2485823
2870	0.2484909116
2871	0.2484679037
2872	0.2484490233
2873	0.248416328
2874	0.2483469671
2875	0.2483458802
2876	0.2483171489
2877	0.2483027276
2878	0.248297626
2879	0.2482940555
2880	0.2482792352
2881	0.2482526433
2882	0.2482354692
2883	0.2482262255
2884	0.2482048805
2885	0.2481909985
2886	0.2481317552
2887	0.2481210592
2888	0.2481145662
2889	0.2481119162
2890	0.2480799193
2891	0.248077584
2892	0.2480581391
2893	0.2480540669
2894	0.2480504052
2895	0.2479848271
2896	0.2479479374
2897	0.2479312115
2898	0.2478823101
2899	0.2478765057
2900	0.247854416
2901	0.247841003
2902	0.2478125882
2903	0.2477648074
2904	0.2477371874
2905	0.2477103688
2906	0.2476590106
2907	0.2476361859
2908	0.2476271211
2909	0.2475913923
2910	0.2475596991
2911	0.2475319674
2912	0.2475229821
2913	0.2474336924
2914	0.2474318328
2915	0.2474236357
2916	0.2474078435
2917	0.2473888462
2918	0.2473639443
2919	0.2473404182
2920	0.2473350337
2921	0.2473280267
2922	0.2473138317
2923	0.2473050287
2924	0.2472632701
2925	0.2472463803
2926	0.2472169025
2927	0.2472052159
2928	0.2471957281
2929	0.2471742345
2930	0.247151751
2931	0.2471233543
2932	0.2471042902
2933	0.2470999993
2934	0.2470954634
2935	0.2470831193
2936	0.2470745559
2937	0.2470124205
2938	0.2469871302
2939	0.246978251
2940	0.2469776367
2941	0.2469605662
2942	0.2469587522
2943	0.2469430797
2944	0.2469279947
2945	0.2468887917
2946	0.2468441695
2947	0.2468262823
